"","d_sub2","plot","clip","avg_t_ht3","std_ht3","max_ht3","min_ht3"
"125",11,"F10","PR",5.32185185185185,0.892828998968547,5.98,4.30555555555556
"126",11,"F10","PU",15.3633333333333,2.82941837368271,17.2,12.105
"127",11,"F2","CT",15.305,3.61331565186326,17.86,12.75
"128",11,"F2","PR",4.82,0.318198051533946,5.045,4.595
"129",11,"F2","PU",12.19,2.40416305603426,13.89,10.49
"130",11,"F5","CT",14.4722222222222,2.11070836801649,16.405,12.22
"131",11,"F5","PR",5.56333333333333,0.148688712864606,5.7,5.405
"132",11,"F5","PU",14.6766666666667,2.56449475205806,16.62,11.77
"133",12,"CT","CT",14.45,2.19616142393951,16.525,12.15
"134",12,"CT","PR",6.975,1.5323592920722,8.25,5.275
"135",12,"CT","PU",11.725,0.917877987534292,12.775,11.075
"136",12,"F10","CT",15.45,2.3254031908467,17.8,13.15
"137",12,"F10","PR",6.63833333333333,1.56633595800305,7.94,4.9
"138",12,"F10","PU",16.6833333333333,0.737535309889183,17.525,16.15
"139",12,"F2","CT",15.6375,2.74003877709787,17.575,13.7
"140",12,"F2","PR",6.13,0.784888527117067,6.685,5.575
"141",12,"F2","PU",12.3625,1.57331258814007,13.475,11.25
"142",12,"F5","CT",15,2.04771213797252,17.3,13.375
"143",12,"F5","PR",7.125,0.0249999999999999,7.15,7.1
"144",12,"F5","PU",14.625,2.02962434947948,16.25,12.35
"145",13,"CT","CT",14.275,1.74839211849059,15.625,12.3
"146",13,"CT","PR",7.2,1.67275969583201,8.3,5.275
"147",13,"CT","PU",11.4666666666667,1.40542105197458,12.725,9.95
"148",13,"F10","CT",14.2,1.94871752699051,15.85,12.05
"149",13,"F10","PR",7.75833333333333,1.31109051302087,8.625,6.25
"150",13,"F10","PU",15.9583333333333,0.543330777090101,16.45,15.375
"151",13,"F2","CT",14.8875,1.53795724908074,15.975,13.8
"152",13,"F2","PR",6.4125,0.936916485072176,7.075,5.75
"153",13,"F2","PU",11.425,0.848528137423857,12.025,10.825
"154",13,"F5","CT",12.75,1.75374599072956,13.775,10.725
"155",13,"F5","PR",7.24166666666667,0.478495907331853,7.775,6.85
"156",13,"F5","PU",14.4,0.999062060134405,15.3,13.325
