"","date","block","plot","old_id","rep","t_num","g_ht","y_ht","max_ht","y_pct","clip_id","d_sub2","clip"
"748","6/23/2019",1,"F5","CL2",3,3,11,NA,NA,NA,"PU2",5,"PU"
"749","6/23/2019",1,"F5","CL2",4,3,15,NA,NA,NA,"PU2",5,"PU"
"750","6/23/2019",1,"F5","CL2",5,2,4,NA,NA,NA,"PU2",5,"PU"
"751","6/23/2019",1,"F5","CL2",6,2,11.5,NA,NA,NA,"PU2",5,"PU"
"752","6/23/2019",1,"F5","CL3",1,4,10.5,NA,NA,NA,"PR1",5,"PR"
"753","6/23/2019",1,"F5","CL3",2,3,6.5,NA,NA,NA,"PR1",5,"PR"
"754","6/23/2019",1,"F5","CL3",3,3,7,NA,NA,NA,"PR1",5,"PR"
"755","6/23/2019",1,"F5","CL3",4,3,9,NA,NA,NA,"PR1",5,"PR"
"756","6/23/2019",1,"F5","CL3",5,3,10.5,NA,NA,NA,"PR1",5,"PR"
"757","6/23/2019",1,"F5","CL3",6,2,12.5,NA,NA,NA,"PR1",5,"PR"
"758","6/23/2019",1,"F5","CL4",1,2,5,NA,NA,NA,"PR2",5,"PR"
"759","6/23/2019",1,"F5","CL4",2,3,7,NA,NA,NA,"PR2",5,"PR"
"760","6/23/2019",1,"F5","CL4",3,2,10,NA,NA,NA,"PR2",5,"PR"
"761","6/23/2019",1,"F5","CL4",4,3,6,NA,NA,NA,"PR2",5,"PR"
"762","6/23/2019",1,"F5","CL4",5,2,8,NA,NA,NA,"PR2",5,"PR"
"763","6/23/2019",1,"F5","CL4",6,2,6,NA,NA,NA,"PR2",5,"PR"
"764","6/23/2019",1,"F5","CT1",1,2,11,NA,NA,NA,"CT1",5,"CT"
"765","6/23/2019",1,"F5","CT1",2,2,16,NA,NA,NA,"CT1",5,"CT"
"766","6/23/2019",1,"F5","CT1",3,3,12.5,NA,NA,NA,"CT1",5,"CT"
"767","6/23/2019",1,"F5","CT1",4,2,19,NA,NA,NA,"CT1",5,"CT"
"768","6/23/2019",1,"F5","CT1",5,1,10.5,NA,NA,NA,"CT1",5,"CT"
"769","6/23/2019",1,"F5","CT1",6,2,12,NA,NA,NA,"CT1",5,"CT"
"770","6/23/2019",1,"F5","CT2",1,2,11.5,NA,NA,NA,"CT2",5,"CT"
"771","6/23/2019",1,"F5","CT2",2,2,8,NA,NA,NA,"CT2",5,"CT"
"772","6/23/2019",1,"F5","CT2",3,2,5.5,NA,NA,NA,"CT2",5,"CT"
"773","6/23/2019",1,"F5","CT2",4,3,13,NA,NA,NA,"CT2",5,"CT"
"774","6/23/2019",1,"F5","CT2",5,3,9,NA,NA,NA,"CT2",5,"CT"
"775","6/23/2019",1,"F5","CT2",6,1,10,NA,NA,NA,"CT2",5,"CT"
"776","6/23/2019",2,"CT","CL1",1,2,7,NA,NA,NA,"PR1",5,"PR"
"777","6/23/2019",2,"CT","CL1",2,3,15,NA,NA,NA,"PR1",5,"PR"
"778","6/23/2019",2,"CT","CL1",3,2,12,NA,NA,NA,"PR1",5,"PR"
"779","6/23/2019",2,"CT","CL1",4,2,9.5,NA,NA,NA,"PR1",5,"PR"
"780","6/23/2019",2,"CT","CL1",5,2,11,NA,NA,NA,"PR1",5,"PR"
"781","6/23/2019",2,"CT","CL1",6,2,13,NA,NA,NA,"PR1",5,"PR"
"782","6/23/2019",2,"CT","CL2",1,2,13,NA,NA,NA,"PR2",5,"PR"
"783","6/23/2019",2,"CT","CL2",2,2,13.5,NA,NA,NA,"PR2",5,"PR"
"784","6/23/2019",2,"CT","CL2",3,3,11,NA,NA,NA,"PR2",5,"PR"
"785","6/23/2019",2,"CT","CL2",4,2,9,NA,NA,NA,"PR2",5,"PR"
"786","6/23/2019",2,"CT","CL2",5,3,12,NA,NA,NA,"PR2",5,"PR"
"787","6/23/2019",2,"CT","CL2",6,3,8,NA,NA,NA,"PR2",5,"PR"
"788","6/23/2019",2,"CT","CL3",1,3,6,NA,NA,NA,"PU1",5,"PU"
"789","6/23/2019",2,"CT","CL3",2,2,13,NA,NA,NA,"PU1",5,"PU"
"790","6/23/2019",2,"CT","CL3",3,2,10,NA,NA,NA,"PU1",5,"PU"
"791","6/23/2019",2,"CT","CL3",4,3,9.5,NA,NA,NA,"PU1",5,"PU"
"792","6/23/2019",2,"CT","CL3",5,3,9.5,NA,NA,NA,"PU1",5,"PU"
"793","6/23/2019",2,"CT","CL3",6,2,6.5,NA,NA,NA,"PU1",5,"PU"
"794","6/23/2019",2,"CT","CL4",1,2,9,NA,NA,NA,"PU2",5,"PU"
"795","6/23/2019",2,"CT","CL4",2,2,7,NA,NA,NA,"PU2",5,"PU"
"796","6/23/2019",2,"CT","CL4",3,2,9,NA,NA,NA,"PU2",5,"PU"
"797","6/23/2019",2,"CT","CL4",4,3,12,NA,NA,NA,"PU2",5,"PU"
"798","6/23/2019",2,"CT","CL4",5,2,8,NA,NA,NA,"PU2",5,"PU"
"799","6/23/2019",2,"CT","CL4",6,3,8.5,NA,NA,NA,"PU2",5,"PU"
"800","6/23/2019",2,"CT","CT1",1,3,13,NA,NA,NA,"CT1",5,"CT"
"801","6/23/2019",2,"CT","CT1",2,2,11,NA,NA,NA,"CT1",5,"CT"
"802","6/23/2019",2,"CT","CT1",3,3,10.5,NA,NA,NA,"CT1",5,"CT"
"803","6/23/2019",2,"CT","CT1",4,3,16,NA,NA,NA,"CT1",5,"CT"
"804","6/23/2019",2,"CT","CT1",5,3,12,NA,NA,NA,"CT1",5,"CT"
"805","6/23/2019",2,"CT","CT1",6,2,11,NA,NA,NA,"CT1",5,"CT"
"806","6/23/2019",2,"CT","CT2",1,2,9,NA,NA,NA,"CT2",5,"CT"
"807","6/23/2019",2,"CT","CT2",2,2,13.5,NA,NA,NA,"CT2",5,"CT"
"808","6/23/2019",2,"CT","CT2",3,3,14,NA,NA,NA,"CT2",5,"CT"
"809","6/23/2019",2,"CT","CT2",4,3,11,NA,NA,NA,"CT2",5,"CT"
"810","6/23/2019",2,"CT","CT2",5,2,11,NA,NA,NA,"CT2",5,"CT"
"811","6/23/2019",2,"CT","CT2",6,2,12,NA,NA,NA,"CT2",5,"CT"
"812","6/23/2019",2,"F10","CL1",1,2,11,NA,NA,NA,"PU1",5,"PU"
"813","6/23/2019",2,"F10","CL1",2,2,15.5,NA,NA,NA,"PU1",5,"PU"
"814","6/23/2019",2,"F10","CL1",3,3,14,NA,NA,NA,"PU1",5,"PU"
"815","6/23/2019",2,"F10","CL1",4,2,11,NA,NA,NA,"PU1",5,"PU"
"816","6/23/2019",2,"F10","CL1",5,3,12,NA,NA,NA,"PU1",5,"PU"
"817","6/23/2019",2,"F10","CL1",6,2,14,NA,NA,NA,"PU1",5,"PU"
"818","6/23/2019",2,"F10","CL2",1,3,10.5,NA,NA,NA,"PR1",5,"PR"
"819","6/23/2019",2,"F10","CL2",2,2,11.5,NA,NA,NA,"PR1",5,"PR"
"820","6/23/2019",2,"F10","CL2",3,3,11.5,NA,NA,NA,"PR1",5,"PR"
"821","6/23/2019",2,"F10","CL2",4,3,10,NA,NA,NA,"PR1",5,"PR"
"822","6/23/2019",2,"F10","CL2",5,2,10.5,NA,NA,NA,"PR1",5,"PR"
"823","6/23/2019",2,"F10","CL2",6,2,8,NA,NA,NA,"PR1",5,"PR"
"824","6/23/2019",2,"F10","CL3",1,3,14,NA,NA,NA,"PR2",5,"PR"
"825","6/23/2019",2,"F10","CL3",2,2,11.5,NA,NA,NA,"PR2",5,"PR"
"826","6/23/2019",2,"F10","CL3",3,2,11,NA,NA,NA,"PR2",5,"PR"
"827","6/23/2019",2,"F10","CL3",4,2,18,NA,NA,NA,"PR2",5,"PR"
"828","6/23/2019",2,"F10","CL3",5,2,7,NA,NA,NA,"PR2",5,"PR"
"829","6/23/2019",2,"F10","CL3",6,3,14.5,NA,NA,NA,"PR2",5,"PR"
"830","6/23/2019",2,"F10","CL4",1,2,14,NA,NA,NA,"PU2",5,"PU"
"831","6/23/2019",2,"F10","CL4",2,2,8,NA,NA,NA,"PU2",5,"PU"
"832","6/23/2019",2,"F10","CL4",3,2,13,NA,NA,NA,"PU2",5,"PU"
"833","6/23/2019",2,"F10","CL4",4,3,12.5,NA,NA,NA,"PU2",5,"PU"
"834","6/23/2019",2,"F10","CL4",5,2,9,NA,NA,NA,"PU2",5,"PU"
"835","6/23/2019",2,"F10","CL4",6,2,15,NA,NA,NA,"PU2",5,"PU"
"836","6/23/2019",2,"F10","CT1",1,2,22,NA,NA,NA,"CT1",5,"CT"
"837","6/23/2019",2,"F10","CT1",2,3,19.5,NA,NA,NA,"CT1",5,"CT"
"838","6/23/2019",2,"F10","CT1",3,2,14,NA,NA,NA,"CT1",5,"CT"
"839","6/23/2019",2,"F10","CT1",4,3,20,NA,NA,NA,"CT1",5,"CT"
"840","6/23/2019",2,"F10","CT1",5,3,16,NA,NA,NA,"CT1",5,"CT"
"841","6/23/2019",2,"F10","CT1",6,2,22,NA,NA,NA,"CT1",5,"CT"
"842","6/23/2019",2,"F10","CT2",1,3,21,NA,NA,NA,"CT2",5,"CT"
"843","6/23/2019",2,"F10","CT2",2,3,23,NA,NA,NA,"CT2",5,"CT"
"844","6/23/2019",2,"F10","CT2",3,2,23,NA,NA,NA,"CT2",5,"CT"
"845","6/23/2019",2,"F10","CT2",4,3,25,NA,NA,NA,"CT2",5,"CT"
"846","6/23/2019",2,"F10","CT2",5,2,21,NA,NA,NA,"CT2",5,"CT"
"847","6/23/2019",2,"F10","CT2",6,2,22,NA,NA,NA,"CT2",5,"CT"
"848","6/23/2019",2,"F2","CL1",1,2,9,NA,NA,NA,"PU1",5,"PU"
"849","6/23/2019",2,"F2","CL1",2,3,11.5,NA,NA,NA,"PU1",5,"PU"
"850","6/23/2019",2,"F2","CL1",3,3,10.5,NA,NA,NA,"PU1",5,"PU"
"851","6/23/2019",2,"F2","CL1",4,2,6,NA,NA,NA,"PU1",5,"PU"
"852","6/23/2019",2,"F2","CL1",5,3,10,NA,NA,NA,"PU1",5,"PU"
"853","6/23/2019",2,"F2","CL1",6,2,11,NA,NA,NA,"PU1",5,"PU"
"854","6/23/2019",2,"F2","CL2",1,3,7,NA,NA,NA,"PU2",5,"PU"
"855","6/23/2019",2,"F2","CL2",2,3,8,NA,NA,NA,"PU2",5,"PU"
"856","6/23/2019",2,"F2","CL2",3,2,8,NA,NA,NA,"PU2",5,"PU"
"857","6/23/2019",2,"F2","CL2",4,2,9,NA,NA,NA,"PU2",5,"PU"
"858","6/23/2019",2,"F2","CL2",5,2,6,NA,NA,NA,"PU2",5,"PU"
"859","6/23/2019",2,"F2","CL2",6,2,8,NA,NA,NA,"PU2",5,"PU"
"860","6/23/2019",2,"F2","CL3",1,2,12.5,NA,NA,NA,"PR1",5,"PR"
"861","6/23/2019",2,"F2","CL3",2,2,12,NA,NA,NA,"PR1",5,"PR"
"862","6/23/2019",2,"F2","CL3",3,2,13,NA,NA,NA,"PR1",5,"PR"
"863","6/23/2019",2,"F2","CL3",4,2,13.5,NA,NA,NA,"PR1",5,"PR"
"864","6/23/2019",2,"F2","CL3",5,2,13.5,NA,NA,NA,"PR1",5,"PR"
"865","6/23/2019",2,"F2","CL3",6,2,12,NA,NA,NA,"PR1",5,"PR"
"866","6/23/2019",2,"F2","CL4",1,2,12,NA,NA,NA,"PR2",5,"PR"
"867","6/23/2019",2,"F2","CL4",2,2,10,NA,NA,NA,"PR2",5,"PR"
"868","6/23/2019",2,"F2","CL4",3,2,8,NA,NA,NA,"PR2",5,"PR"
"869","6/23/2019",2,"F2","CL4",4,2,9,NA,NA,NA,"PR2",5,"PR"
"870","6/23/2019",2,"F2","CL4",5,2,10,NA,NA,NA,"PR2",5,"PR"
"871","6/23/2019",2,"F2","CL4",6,2,10,NA,NA,NA,"PR2",5,"PR"
"872","6/23/2019",2,"F2","CT1",1,2,12,NA,NA,NA,"CT1",5,"CT"
"873","6/23/2019",2,"F2","CT1",2,2,12,NA,NA,NA,"CT1",5,"CT"
"874","6/23/2019",2,"F2","CT1",3,3,11,NA,NA,NA,"CT1",5,"CT"
"875","6/23/2019",2,"F2","CT1",4,2,14,NA,NA,NA,"CT1",5,"CT"
"876","6/23/2019",2,"F2","CT1",5,2,13,NA,NA,NA,"CT1",5,"CT"
"877","6/23/2019",2,"F2","CT1",6,2,12,NA,NA,NA,"CT1",5,"CT"
"878","6/23/2019",2,"F2","CT2",1,3,14,NA,NA,NA,"CT2",5,"CT"
"879","6/23/2019",2,"F2","CT2",2,3,13.5,NA,NA,NA,"CT2",5,"CT"
"880","6/23/2019",2,"F2","CT2",3,2,14,NA,NA,NA,"CT2",5,"CT"
"881","6/23/2019",2,"F2","CT2",4,2,17,NA,NA,NA,"CT2",5,"CT"
"882","6/23/2019",2,"F2","CT2",5,2,16,NA,NA,NA,"CT2",5,"CT"
"883","6/23/2019",2,"F2","CT2",6,2,16.5,NA,NA,NA,"CT2",5,"CT"
"884","6/23/2019",2,"F5","CL1",1,2,9,NA,NA,NA,"PU1",5,"PU"
"885","6/23/2019",2,"F5","CL1",2,2,13,NA,NA,NA,"PU1",5,"PU"
"886","6/23/2019",2,"F5","CL1",3,2,11,NA,NA,NA,"PU1",5,"PU"
"887","6/23/2019",2,"F5","CL1",4,3,13,NA,NA,NA,"PU1",5,"PU"
"888","6/23/2019",2,"F5","CL1",5,2,9,NA,NA,NA,"PU1",5,"PU"
"889","6/23/2019",2,"F5","CL1",6,3,8.5,NA,NA,NA,"PU1",5,"PU"
"890","6/23/2019",2,"F5","CL2",1,2,11,NA,NA,NA,"PU2",5,"PU"
"891","6/23/2019",2,"F5","CL2",2,3,11,NA,NA,NA,"PU2",5,"PU"
"892","6/23/2019",2,"F5","CL2",3,1,14,NA,NA,NA,"PU2",5,"PU"
"893","6/23/2019",2,"F5","CL2",4,2,14,NA,NA,NA,"PU2",5,"PU"
"894","6/23/2019",2,"F5","CL2",5,3,10,NA,NA,NA,"PU2",5,"PU"
"895","6/23/2019",2,"F5","CL2",6,2,11,NA,NA,NA,"PU2",5,"PU"
"896","6/23/2019",2,"F5","CL3",1,3,13,NA,NA,NA,"PR1",5,"PR"
"897","6/23/2019",2,"F5","CL3",2,2,11,NA,NA,NA,"PR1",5,"PR"
"898","6/23/2019",2,"F5","CL3",3,2,9,NA,NA,NA,"PR1",5,"PR"
"899","6/23/2019",2,"F5","CL3",4,2,10,NA,NA,NA,"PR1",5,"PR"
"900","6/23/2019",2,"F5","CL3",5,2,10,NA,NA,NA,"PR1",5,"PR"
"901","6/23/2019",2,"F5","CL3",6,2,12,NA,NA,NA,"PR1",5,"PR"
"902","6/23/2019",2,"F5","CL4",1,2,5,NA,NA,NA,"PR2",5,"PR"
"903","6/23/2019",2,"F5","CL4",2,3,11.5,NA,NA,NA,"PR2",5,"PR"
"904","6/23/2019",2,"F5","CL4",3,3,12,NA,NA,NA,"PR2",5,"PR"
"905","6/23/2019",2,"F5","CL4",4,2,16,NA,NA,NA,"PR2",5,"PR"
"906","6/23/2019",2,"F5","CL4",5,2,11.5,NA,NA,NA,"PR2",5,"PR"
"907","6/23/2019",2,"F5","CL4",6,2,14,NA,NA,NA,"PR2",5,"PR"
"908","6/23/2019",2,"F5","CT1",1,3,24,NA,NA,NA,"CT1",5,"CT"
"909","6/23/2019",2,"F5","CT1",2,2,19.5,NA,NA,NA,"CT1",5,"CT"
"910","6/23/2019",2,"F5","CT1",3,2,19,NA,NA,NA,"CT1",5,"CT"
"911","6/23/2019",2,"F5","CT1",4,2,13,NA,NA,NA,"CT1",5,"CT"
"912","6/23/2019",2,"F5","CT1",5,3,17,NA,NA,NA,"CT1",5,"CT"
"913","6/23/2019",2,"F5","CT1",6,2,16,NA,NA,NA,"CT1",5,"CT"
"914","6/23/2019",2,"F5","CT2",1,3,22,NA,NA,NA,"CT2",5,"CT"
"915","6/23/2019",2,"F5","CT2",2,3,20,NA,NA,NA,"CT2",5,"CT"
"916","6/23/2019",2,"F5","CT2",3,2,10.8,NA,NA,NA,"CT2",5,"CT"
"917","6/23/2019",2,"F5","CT2",4,2,11,NA,NA,NA,"CT2",5,"CT"
"918","6/23/2019",2,"F5","CT2",5,2,14,NA,NA,NA,"CT2",5,"CT"
"919","6/23/2019",2,"F5","CT2",6,2,9,NA,NA,NA,"CT2",5,"CT"
"920","6/23/2019",3,"F10","CL2",1,2,11,NA,NA,NA,"PR2",5,"PR"
"921","6/23/2019",3,"F10","CL2",2,3,9,NA,NA,NA,"PR2",5,"PR"
"922","6/23/2019",3,"F10","CL2",3,2,15,NA,NA,NA,"PR2",5,"PR"
"923","6/23/2019",3,"F10","CL2",4,2,12.5,NA,NA,NA,"PR2",5,"PR"
"924","6/23/2019",3,"F10","CL2",5,2,11,NA,NA,NA,"PR2",5,"PR"
"925","6/23/2019",3,"F10","CL2",6,2,11,NA,NA,NA,"PR2",5,"PR"
"926","6/23/2019",3,"F10","CL3",1,3,13,NA,NA,NA,"PU1",5,"PU"
"927","6/23/2019",3,"F10","CL3",2,2,14,NA,NA,NA,"PU1",5,"PU"
"928","6/23/2019",3,"F10","CL3",3,3,16.5,NA,NA,NA,"PU1",5,"PU"
"929","6/23/2019",3,"F10","CL3",4,2,14.5,NA,NA,NA,"PU1",5,"PU"
"930","6/23/2019",3,"F10","CL3",5,2,14,NA,NA,NA,"PU1",5,"PU"
"931","6/23/2019",3,"F10","CL3",6,2,11,NA,NA,NA,"PU1",5,"PU"
"932","6/23/2019",3,"F10","CL4",1,3,14,NA,NA,NA,"PU2",5,"PU"
"933","6/23/2019",3,"F10","CL4",2,2,9,NA,NA,NA,"PU2",5,"PU"
"934","6/23/2019",3,"F10","CL4",3,2,14,NA,NA,NA,"PU2",5,"PU"
"935","6/23/2019",3,"F10","CL4",4,2,18,NA,NA,NA,"PU2",5,"PU"
"936","6/23/2019",3,"F10","CL4",5,2,14,NA,NA,NA,"PU2",5,"PU"
"937","6/23/2019",3,"F10","CL4",6,2,7,NA,NA,NA,"PU2",5,"PU"
"938","6/23/2019",3,"F10","CT1",1,2,7,NA,NA,NA,"CT1",5,"CT"
"939","6/23/2019",3,"F10","CT1",2,3,23,NA,NA,NA,"CT1",5,"CT"
"940","6/23/2019",3,"F10","CT1",3,2,12,NA,NA,NA,"CT1",5,"CT"
"941","6/23/2019",3,"F10","CT1",4,2,13,NA,NA,NA,"CT1",5,"CT"
"942","6/23/2019",3,"F10","CT1",5,2,14,NA,NA,NA,"CT1",5,"CT"
"943","6/23/2019",3,"F10","CT1",6,2,12,NA,NA,NA,"CT1",5,"CT"
"944","6/23/2019",3,"F10","CT2",1,3,15,NA,NA,NA,"CT2",5,"CT"
"945","6/23/2019",3,"F10","CT2",2,2,13,NA,NA,NA,"CT2",5,"CT"
"946","6/23/2019",3,"F10","CT2",3,2,9,NA,NA,NA,"CT2",5,"CT"
"947","6/23/2019",3,"F10","CT2",4,2,6,NA,NA,NA,"CT2",5,"CT"
"948","6/23/2019",3,"F10","CT2",5,3,8.5,NA,NA,NA,"CT2",5,"CT"
"949","6/23/2019",3,"F10","CT2",6,3,7,NA,NA,NA,"CT2",5,"CT"
"950","6/23/2019",3,"F5","CL1",1,2,13.5,NA,NA,NA,"PU1",5,"PU"
"951","6/23/2019",3,"F5","CL1",2,2,8,NA,NA,NA,"PU1",5,"PU"
"952","6/23/2019",3,"F5","CL1",3,2,12,NA,NA,NA,"PU1",5,"PU"
"953","6/23/2019",3,"F5","CL1",4,2,11,NA,NA,NA,"PU1",5,"PU"
"954","6/23/2019",3,"F5","CL1",5,2,14,NA,NA,NA,"PU1",5,"PU"
"955","6/23/2019",3,"F5","CL1",6,2,14,NA,NA,NA,"PU1",5,"PU"
"956","6/23/2019",3,"F5","CL2",1,2,9,NA,NA,NA,"PU2",5,"PU"
"957","6/23/2019",3,"F5","CL2",2,1,15,NA,NA,NA,"PU2",5,"PU"
"958","6/23/2019",3,"F5","CL2",3,3,7,NA,NA,NA,"PU2",5,"PU"
"959","6/23/2019",3,"F5","CL2",4,2,13,NA,NA,NA,"PU2",5,"PU"
"960","6/23/2019",3,"F5","CL2",5,2,14,NA,NA,NA,"PU2",5,"PU"
"961","6/23/2019",3,"F5","CL2",6,2,12,NA,NA,NA,"PU2",5,"PU"
"962","6/23/2019",3,"F5","CL3",1,8,3,NA,NA,NA,"PR1",5,"PR"
"963","6/23/2019",3,"F5","CL3",2,2,8,NA,NA,NA,"PR1",5,"PR"
"964","6/23/2019",3,"F5","CL3",3,3,10,NA,NA,NA,"PR1",5,"PR"
"965","6/23/2019",3,"F5","CL3",4,2,13,NA,NA,NA,"PR1",5,"PR"
"966","6/23/2019",3,"F5","CL3",5,3,10,NA,NA,NA,"PR1",5,"PR"
"967","6/23/2019",3,"F5","CL3",6,2,12,NA,NA,NA,"PR1",5,"PR"
"968","6/23/2019",3,"F5","CL4",1,2,8,NA,NA,NA,"PR2",5,"PR"
"969","6/23/2019",3,"F5","CL4",2,3,9,NA,NA,NA,"PR2",5,"PR"
"970","6/23/2019",3,"F5","CL4",3,2,9.5,NA,NA,NA,"PR2",5,"PR"
"971","6/23/2019",3,"F5","CL4",4,1,18,NA,NA,NA,"PR2",5,"PR"
"972","6/23/2019",3,"F5","CL4",5,2,14,NA,NA,NA,"PR2",5,"PR"
"973","6/23/2019",3,"F5","CL4",6,3,14,NA,NA,NA,"PR2",5,"PR"
"974","6/23/2019",3,"F5","CT1",1,2,19,NA,NA,NA,"CT1",5,"CT"
"975","6/23/2019",3,"F5","CT1",2,3,19,NA,NA,NA,"CT1",5,"CT"
"976","6/23/2019",3,"F5","CT1",3,2,12,NA,NA,NA,"CT1",5,"CT"
"977","6/23/2019",3,"F5","CT1",4,2,17,NA,NA,NA,"CT1",5,"CT"
"978","6/23/2019",3,"F5","CT1",5,3,16,NA,NA,NA,"CT1",5,"CT"
"979","6/23/2019",3,"F5","CT1",6,3,14,NA,NA,NA,"CT1",5,"CT"
"980","6/23/2019",3,"F5","CT2",1,2,19,NA,NA,NA,"CT2",5,"CT"
"981","6/23/2019",3,"F5","CT2",2,3,13,NA,NA,NA,"CT2",5,"CT"
"982","6/23/2019",3,"F5","CT2",3,3,16,NA,NA,NA,"CT2",5,"CT"
"983","6/23/2019",3,"F5","CT2",4,2,11,NA,NA,NA,"CT2",5,"CT"
"984","6/23/2019",3,"F5","CT2",5,3,16,NA,NA,NA,"CT2",5,"CT"
"985","6/23/2019",3,"F5","CT2",6,2,18.5,NA,NA,NA,"CT2",5,"CT"
"986","6/24/2019",3,"CT","CL1",1,3,13.5,NA,NA,NA,"PR1",5,"PR"
"987","6/24/2019",3,"CT","CL1",2,2,14,NA,NA,NA,"PR1",5,"PR"
"988","6/24/2019",3,"CT","CL1",3,3,11,NA,NA,NA,"PR1",5,"PR"
"989","6/24/2019",3,"CT","CL1",4,2,9,NA,NA,NA,"PR1",5,"PR"
"990","6/24/2019",3,"CT","CL1",5,2,15,NA,NA,NA,"PR1",5,"PR"
"991","6/24/2019",3,"CT","CL1",6,3,12,NA,NA,NA,"PR1",5,"PR"
"992","6/24/2019",3,"CT","CL2",1,2,7,NA,NA,NA,"PU1",5,"PU"
"993","6/24/2019",3,"CT","CL2",2,2,15,NA,NA,NA,"PU1",5,"PU"
"994","6/24/2019",3,"CT","CL2",3,3,19,NA,NA,NA,"PU1",5,"PU"
"995","6/24/2019",3,"CT","CL2",4,2,12,NA,NA,NA,"PU1",5,"PU"
"996","6/24/2019",3,"CT","CL2",5,3,11,NA,NA,NA,"PU1",5,"PU"
"997","6/24/2019",3,"CT","CL2",6,3,10,NA,NA,NA,"PU1",5,"PU"
"998","6/24/2019",3,"CT","CL3",1,3,11.5,NA,NA,NA,"PU2",5,"PU"
"999","6/24/2019",3,"CT","CL3",2,3,9,NA,NA,NA,"PU2",5,"PU"
"1000","6/24/2019",3,"CT","CL3",3,2,7,NA,NA,NA,"PU2",5,"PU"
"1001","6/24/2019",3,"CT","CL3",4,3,9.5,NA,NA,NA,"PU2",5,"PU"
"1002","6/24/2019",3,"CT","CL3",5,3,10,NA,NA,NA,"PU2",5,"PU"
"1003","6/24/2019",3,"CT","CL3",6,2,14,NA,NA,NA,"PU2",5,"PU"
"1004","6/24/2019",3,"CT","CL4",1,3,10,NA,NA,NA,"PR2",5,"PR"
"1005","6/24/2019",3,"CT","CL4",2,2,12,NA,NA,NA,"PR2",5,"PR"
"1006","6/24/2019",3,"CT","CL4",3,3,9.5,NA,NA,NA,"PR2",5,"PR"
"1007","6/24/2019",3,"CT","CL4",4,3,7,NA,NA,NA,"PR2",5,"PR"
"1008","6/24/2019",3,"CT","CL4",5,3,7,NA,NA,NA,"PR2",5,"PR"
"1009","6/24/2019",3,"CT","CL4",6,2,7,NA,NA,NA,"PR2",5,"PR"
"1010","6/24/2019",3,"CT","CT1",1,3,16,NA,NA,NA,"CT1",5,"CT"
"1011","6/24/2019",3,"CT","CT1",2,3,10.5,NA,NA,NA,"CT1",5,"CT"
"1012","6/24/2019",3,"CT","CT1",3,2,11,NA,NA,NA,"CT1",5,"CT"
"1013","6/24/2019",3,"CT","CT1",4,3,11.5,NA,NA,NA,"CT1",5,"CT"
"1014","6/24/2019",3,"CT","CT1",5,2,11,NA,NA,NA,"CT1",5,"CT"
"1015","6/24/2019",3,"CT","CT1",6,2,10,NA,NA,NA,"CT1",5,"CT"
"1016","6/24/2019",3,"CT","CT2",1,2,11,NA,NA,NA,"CT2",5,"CT"
"1017","6/24/2019",3,"CT","CT2",2,3,15.5,NA,NA,NA,"CT2",5,"CT"
"1018","6/24/2019",3,"CT","CT2",3,2,8,NA,NA,NA,"CT2",5,"CT"
"1019","6/24/2019",3,"CT","CT2",4,2,12,NA,NA,NA,"CT2",5,"CT"
"1020","6/24/2019",3,"CT","CT2",5,3,8,NA,NA,NA,"CT2",5,"CT"
"1021","6/24/2019",3,"CT","CT2",6,3,11,NA,NA,NA,"CT2",5,"CT"
"1022","7/13/2018",1,"CT","CL1",1,3,8.3,NA,NA,NA,"PR1",2,"PR"
"1023","7/13/2018",1,"CT","CL1",2,2,10.2,NA,NA,NA,"PR1",2,"PR"
"1024","7/13/2018",1,"CT","CL1",3,2,8.3,NA,NA,NA,"PR1",2,"PR"
"1025","7/13/2018",1,"CT","CL1",4,3,8.7,NA,NA,NA,"PR1",2,"PR"
"1026","7/13/2018",1,"CT","CL1",5,3,7.2,NA,NA,NA,"PR1",2,"PR"
"1027","7/13/2018",1,"CT","CL1",6,2,8.4,NA,NA,NA,"PR1",2,"PR"
"1028","7/13/2018",1,"CT","CL2",1,2,6.4,NA,NA,NA,"PR2",2,"PR"
"1029","7/13/2018",1,"CT","CL2",2,2,8.2,NA,NA,NA,"PR2",2,"PR"
"1030","7/13/2018",1,"CT","CL2",3,3,5.8,NA,NA,NA,"PR2",2,"PR"
"1031","7/13/2018",1,"CT","CL2",4,3,6.6,NA,NA,NA,"PR2",2,"PR"
"1032","7/13/2018",1,"CT","CL2",5,2,5.3,NA,NA,NA,"PR2",2,"PR"
"1033","7/13/2018",1,"CT","CL2",6,2,5.6,NA,NA,NA,"PR2",2,"PR"
"1034","7/13/2018",1,"CT","CL3",1,2,8,NA,NA,NA,"PU1",2,"PU"
"1035","7/13/2018",1,"CT","CL3",2,2,7.8,NA,NA,NA,"PU1",2,"PU"
"1036","7/13/2018",1,"CT","CL3",3,2,8.3,NA,NA,NA,"PU1",2,"PU"
"1037","7/13/2018",1,"CT","CL3",4,3,6.6,NA,NA,NA,"PU1",2,"PU"
"1038","7/13/2018",1,"CT","CL3",5,5,4.7,NA,NA,NA,"PU1",2,"PU"
"1039","7/13/2018",1,"CT","CL3",6,4,6.7,NA,NA,NA,"PU1",2,"PU"
