"","date","block","plot","old_id","rep","t_num","g_ht","y_ht","max_ht","y_pct","clip_id","d_sub2","clip"
"3515","7/31/2020",2,"F2","CT1",5,3,24,0,24,"-100","CT1",9,"CT"
"3516","7/31/2020",2,"F2","CT1",6,2,19,22.5,22.5,"16","CT1",9,"CT"
"3517","7/31/2020",2,"F2","CT2",1,2,12.5,15,15,"17","CT2",9,"CT"
"3518","7/31/2020",2,"F2","CT2",2,1,6,10,10,"40","CT2",9,"CT"
"3519","7/31/2020",2,"F2","CT2",3,2,16,21,21,"24","CT2",9,"CT"
"3520","7/31/2020",2,"F2","CT2",4,3,13.5,18,18,"25","CT2",9,"CT"
"3521","7/31/2020",2,"F2","CT2",5,2,17,20,20,"15","CT2",9,"CT"
"3522","7/31/2020",2,"F2","CT2",6,3,15,18.5,18.5,"19","CT2",9,"CT"
"3523","7/31/2020",2,"F5","CL2",1,4,15.5,0,15.5,"-100","PU2",9,"PU"
"3524","7/31/2020",2,"F5","CL2",2,3,15,0,15,"-100","PU2",9,"PU"
"3525","7/31/2020",2,"F5","CL2",3,3,18.5,0,18.5,"-100","PU2",9,"PU"
"3526","7/31/2020",2,"F5","CL2",4,4,12,19.5,19.5,"38","PU2",9,"PU"
"3527","7/31/2020",2,"F5","CL2",5,4,19,22,22,"14","PU2",9,"PU"
"3528","7/31/2020",2,"F5","CL2",6,4,16,16,16,"0","PU2",9,"PU"
"3529","7/31/2020",2,"F5","CL3",1,4,2.5,0,2.5,"-100","PR1",9,"PR"
"3530","7/31/2020",2,"F5","CL3",2,3,3,0,3,"-100","PR1",9,"PR"
"3531","7/31/2020",2,"F5","CL3",3,2,7,0,7,"-100","PR1",9,"PR"
"3532","7/31/2020",2,"F5","CL3",4,3,9,0,9,"-100","PR1",9,"PR"
"3533","7/31/2020",2,"F5","CL3",5,3,7,0,7,"-100","PR1",9,"PR"
"3534","7/31/2020",2,"F5","CL3",6,3,10,0,10,"-100","PR1",9,"PR"
"3535","7/31/2020",2,"F5","CL4",1,4,4.5,0,4.5,"-100","PR2",9,"PR"
"3536","7/31/2020",2,"F5","CL4",2,4,5.5,0,5.5,"-100","PR2",9,"PR"
"3537","7/31/2020",2,"F5","CL4",3,3,3.5,0,3.5,"-100","PR2",9,"PR"
"3538","7/31/2020",2,"F5","CL4",4,6,6.5,0,6.5,"-100","PR2",9,"PR"
"3539","7/31/2020",2,"F5","CL4",5,3,3,0,3,"-100","PR2",9,"PR"
"3540","7/31/2020",2,"F5","CL4",6,4,6,0,6,"-100","PR2",9,"PR"
"3541","7/31/2020",2,"F5","CT1",1,6,29,34,34,"15","CT1",9,"CT"
"3542","7/31/2020",2,"F5","CT1",2,2,14,0,14,"-100","CT1",9,"CT"
"3543","7/31/2020",2,"F5","CT1",3,3,17.5,0,17.5,"-100","CT1",9,"CT"
"3544","7/31/2020",2,"F5","CT1",4,3,27,0,27,"-100","CT1",9,"CT"
"3545","7/31/2020",2,"F5","CT1",5,2,22,0,22,"-100","CT1",9,"CT"
"3546","7/31/2020",2,"F5","CT1",6,2,13,0,13,"-100","CT1",9,"CT"
"3547","7/31/2020",2,"F5","CT2",1,3,18.5,0,18.5,"-100","CT2",9,"CT"
"3548","7/31/2020",2,"F5","CT2",2,5,11,0,11,"-100","CT2",9,"CT"
"3549","7/31/2020",2,"F5","CT2",3,6,12.5,0,12.5,"-100","CT2",9,"CT"
"3550","7/31/2020",2,"F5","CT2",4,5,14.5,17,17,"15","CT2",9,"CT"
"3551","7/31/2020",2,"F5","CT2",5,2,16.5,0,16.5,"-100","CT2",9,"CT"
"3552","7/31/2020",2,"F5","CT2",6,2,7,10,10,"30","CT2",9,"CT"
"3553","7/31/2020",3,"CT","CL1",1,3,6,0,6,"-100","PR1",9,"PR"
"3554","7/31/2020",3,"CT","CL1",2,3,7,0,7,"-100","PR1",9,"PR"
"3555","7/31/2020",3,"CT","CL1",3,3,7,0,7,"-100","PR1",9,"PR"
"3556","7/31/2020",3,"CT","CL1",4,3,6,0,6,"-100","PR1",9,"PR"
"3557","7/31/2020",3,"CT","CL1",5,3,3.5,0,3.5,"-100","PR1",9,"PR"
"3558","7/31/2020",3,"CT","CL1",6,4,8,0,8,"-100","PR1",9,"PR"
"3559","7/31/2020",3,"CT","CL2",1,4,14.5,0,14.5,"-100","PU1",9,"PU"
"3560","7/31/2020",3,"CT","CL2",2,4,16.5,0,16.5,"-100","PU1",9,"PU"
"3561","7/31/2020",3,"CT","CL2",3,3,14,0,14,"-100","PU1",9,"PU"
"3562","7/31/2020",3,"CT","CL2",4,4,17.5,0,17.5,"-100","PU1",9,"PU"
"3563","7/31/2020",3,"CT","CL2",5,3,17,0,17,"-100","PU1",9,"PU"
"3564","7/31/2020",3,"CT","CL2",6,2,18,0,18,"-100","PU1",9,"PU"
"3565","7/31/2020",3,"CT","CL3",1,3,10,0,10,"-100","PU2",9,"PU"
"3566","7/31/2020",3,"CT","CL3",2,3,14.5,0,14.5,"-100","PU2",9,"PU"
"3567","7/31/2020",3,"CT","CL3",3,2,15,0,15,"-100","PU2",9,"PU"
"3568","7/31/2020",3,"CT","CL3",4,2,10.5,0,10.5,"-100","PU2",9,"PU"
"3569","7/31/2020",3,"CT","CL3",5,4,15.5,0,15.5,"-100","PU2",9,"PU"
"3570","7/31/2020",3,"CT","CL3",6,3,17.5,0,17.5,"-100","PU2",9,"PU"
"3571","7/31/2020",3,"CT","CL4",1,4,6.5,0,6.5,"-100","PR2",9,"PR"
"3572","7/31/2020",3,"CT","CL4",2,3,6,0,6,"-100","PR2",9,"PR"
"3573","7/31/2020",3,"CT","CL4",3,2,4,0,4,"-100","PR2",9,"PR"
"3574","7/31/2020",3,"CT","CL4",4,2,5,0,5,"-100","PR2",9,"PR"
"3575","7/31/2020",3,"CT","CL4",5,2,2,0,2,"-100","PR2",9,"PR"
"3576","7/31/2020",3,"CT","CL4",6,3,4,0,4,"-100","PR2",9,"PR"
"3577","7/31/2020",3,"CT","CT1",1,3,17.5,0,17.5,"-100","CT1",9,"CT"
"3578","7/31/2020",3,"CT","CT1",2,3,14,15.5,15.5,"10","CT1",9,"CT"
"3579","7/31/2020",3,"CT","CT1",3,3,20,0,20,"-100","CT1",9,"CT"
"3580","7/31/2020",3,"CT","CT1",4,3,16,17.5,17.5,"9","CT1",9,"CT"
"3581","7/31/2020",3,"CT","CT1",5,3,19.5,0,19.5,"-100","CT1",9,"CT"
"3582","7/31/2020",3,"CT","CT1",6,3,22,0,22,"-100","CT1",9,"CT"
"3583","7/31/2020",3,"CT","CT2",1,3,15,0,15,"-100","CT2",9,"CT"
"3584","7/31/2020",3,"CT","CT2",2,3,21,0,21,"-100","CT2",9,"CT"
"3585","7/31/2020",3,"CT","CT2",3,3,13,13.5,13.5,"4","CT2",9,"CT"
"3586","7/31/2020",3,"CT","CT2",4,2,5,0,5,"-100","CT2",9,"CT"
"3587","7/31/2020",3,"CT","CT2",5,3,9,10.5,10.5,"14","CT2",9,"CT"
"3588","7/31/2020",3,"CT","CT2",6,5,15.5,0,15.5,"-100","CT2",9,"CT"
"3589","7/31/2020",3,"F10","CL2",1,3,5,0,5,"-100","PR2",9,"PR"
"3590","7/31/2020",3,"F10","CL2",2,2,6,0,6,"-100","PR2",9,"PR"
"3591","7/31/2020",3,"F10","CL2",3,2,9,0,9,"-100","PR2",9,"PR"
"3592","7/31/2020",3,"F10","CL2",4,2,5.5,0,5.5,"-100","PR2",9,"PR"
"3593","7/31/2020",3,"F10","CL2",5,3,6,0,6,"-100","PR2",9,"PR"
"3594","7/31/2020",3,"F10","CL2",6,3,4,0,4,"-100","PR2",9,"PR"
"3595","7/31/2020",3,"F10","CL3",1,1,9,13,13,"31","PU1",9,"PU"
"3596","7/31/2020",3,"F10","CL3",2,4,16.5,0,16.5,"-100","PU1",9,"PU"
"3597","7/31/2020",3,"F10","CL3",3,3,16,16.5,16.5,"3","PU1",9,"PU"
"3598","7/31/2020",3,"F10","CL3",4,3,9,0,9,"-100","PU1",9,"PU"
"3599","7/31/2020",3,"F10","CL3",5,2,14.5,16,16,"9","PU1",9,"PU"
"3600","7/31/2020",3,"F10","CL3",6,2,8.5,13.5,13.5,"37","PU1",9,"PU"
"3601","7/31/2020",3,"F10","CL4",1,4,7,10,10,"30","PU2",9,"PU"
"3602","7/31/2020",3,"F10","CL4",2,3,7.5,0,7.5,"-100","PU2",9,"PU"
"3603","7/31/2020",3,"F10","CL4",3,3,7,0,7,"-100","PU2",9,"PU"
"3604","7/31/2020",3,"F10","CL4",4,3,16,0,16,"-100","PU2",9,"PU"
"3605","7/31/2020",3,"F10","CL4",5,3,11,0,11,"-100","PU2",9,"PU"
"3606","7/31/2020",3,"F10","CL4",6,2,6,0,6,"-100","PU2",9,"PU"
"3607","7/31/2020",3,"F10","CT1",1,3,4,0,4,"-100","CT1",9,"CT"
"3608","7/31/2020",3,"F10","CT1",2,3,8,9.5,9.5,"16","CT1",9,"CT"
"3609","7/31/2020",3,"F10","CT1",3,3,6,0,6,"-100","CT1",9,"CT"
"3610","7/31/2020",3,"F10","CT1",4,3,5,0,5,"-100","CT1",9,"CT"
"3611","7/31/2020",3,"F10","CT1",5,3,22,25,25,"12","CT1",9,"CT"
"3612","7/31/2020",3,"F10","CT1",6,3,27.5,0,27.5,"-100","CT1",9,"CT"
"3613","7/31/2020",3,"F10","CT2",1,3,22,0,22,"-100","CT2",9,"CT"
"3614","7/31/2020",3,"F10","CT2",2,2,16.5,19,19,"13","CT2",9,"CT"
"3615","7/31/2020",3,"F10","CT2",3,3,9,0,9,"-100","CT2",9,"CT"
"3616","7/31/2020",3,"F10","CT2",4,3,9.5,0,9.5,"-100","CT2",9,"CT"
"3617","7/31/2020",3,"F10","CT2",5,3,13,15.5,15.5,"16","CT2",9,"CT"
"3618","7/31/2020",3,"F10","CT2",6,3,17,0,17,"-100","CT2",9,"CT"
"3619","7/31/2020",3,"F2","CT1",1,3,16,18,18,"11","CT1",9,"CT"
"3620","7/31/2020",3,"F2","CT1",2,3,16,16.5,16.5,"3","CT1",9,"CT"
"3621","7/31/2020",3,"F2","CT1",3,3,16.5,0,16.5,"-100","CT1",9,"CT"
"3622","7/31/2020",3,"F2","CT1",4,5,16,0,16,"-100","CT1",9,"CT"
"3623","7/31/2020",3,"F2","CT1",5,3,17,18,18,"6","CT1",9,"CT"
"3624","7/31/2020",3,"F2","CT1",6,3,18,0,18,"-100","CT1",9,"CT"
"3625","7/31/2020",3,"F5","CL1",1,3,12.5,0,12.5,"-100","PU1",9,"PU"
"3626","7/31/2020",3,"F5","CL1",2,3,9,0,9,"-100","PU1",9,"PU"
"3627","7/31/2020",3,"F5","CL1",3,2,5,0,5,"-100","PU1",9,"PU"
"3628","7/31/2020",3,"F5","CL1",4,3,16.5,0,16.5,"-100","PU1",9,"PU"
"3629","7/31/2020",3,"F5","CL1",5,3,10,0,10,"-100","PU1",9,"PU"
"3630","7/31/2020",3,"F5","CL1",6,2,15,0,15,"-100","PU1",9,"PU"
"3631","7/31/2020",3,"F5","CL2",1,4,20,0,20,"-100","PU2",9,"PU"
"3632","7/31/2020",3,"F5","CL2",2,5,12.5,0,12.5,"-100","PU2",9,"PU"
"3633","7/31/2020",3,"F5","CL2",3,4,11,0,11,"-100","PU2",9,"PU"
"3634","7/31/2020",3,"F5","CL2",4,3,12,0,12,"-100","PU2",9,"PU"
"3635","7/31/2020",3,"F5","CL2",5,2,8,0,8,"-100","PU2",9,"PU"
"3636","7/31/2020",3,"F5","CL2",6,3,8,0,8,"-100","PU2",9,"PU"
"3637","7/31/2020",3,"F5","CL3",1,3,3.5,0,3.5,"-100","PR1",9,"PR"
"3638","7/31/2020",3,"F5","CL3",2,1,3.5,1,3.5,"-71","PR1",9,"PR"
"3639","7/31/2020",3,"F5","CL3",3,3,4,0,4,"-100","PR1",9,"PR"
"3640","7/31/2020",3,"F5","CL3",4,3,3,0,3,"-100","PR1",9,"PR"
"3641","7/31/2020",3,"F5","CL3",5,2,2.5,0,2.5,"-100","PR1",9,"PR"
"3642","7/31/2020",3,"F5","CL3",6,2,6,0,6,"-100","PR1",9,"PR"
"3643","7/31/2020",3,"F5","CL4",1,4,8,0,8,"-100","PR2",9,"PR"
"3644","7/31/2020",3,"F5","CL4",2,3,9.5,0,9.5,"-100","PR2",9,"PR"
"3645","7/31/2020",3,"F5","CL4",3,3,4,0,4,"-100","PR2",9,"PR"
"3646","7/31/2020",3,"F5","CL4",4,2,9.5,0,9.5,"-100","PR2",9,"PR"
"3647","7/31/2020",3,"F5","CL4",5,2,4,0,4,"-100","PR2",9,"PR"
"3648","7/31/2020",3,"F5","CL4",6,2,4,5,5,"20","PR2",9,"PR"
"3649","7/31/2020",3,"F5","CT1",1,4,11,19,19,"42","CT1",9,"CT"
"3650","7/31/2020",3,"F5","CT1",2,4,20,22,22,"9","CT1",9,"CT"
"3651","7/31/2020",3,"F5","CT1",3,2,10,12,12,"17","CT1",9,"CT"
"3652","7/31/2020",3,"F5","CT1",4,6,22.5,0,22.5,"-100","CT1",9,"CT"
"3653","7/31/2020",3,"F5","CT1",5,2,26,27.5,27.5,"5","CT1",9,"CT"
"3654","7/31/2020",3,"F5","CT1",6,4,17,19.5,19.5,"13","CT1",9,"CT"
"3655","7/31/2020",3,"F5","CT2",1,4,15,0,15,"-100","CT2",9,"CT"
"3656","7/31/2020",3,"F5","CT2",2,4,17,0,17,"-100","CT2",9,"CT"
"3657","7/31/2020",3,"F5","CT2",3,4,16,18,18,"11","CT2",9,"CT"
"3658","7/31/2020",3,"F5","CT2",4,4,22,0,22,"-100","CT2",9,"CT"
"3659","7/31/2020",3,"F5","CT2",5,2,15,17,17,"12","CT2",9,"CT"
"3660","7/31/2020",3,"F5","CT2",6,2,4,0,4,"-100","CT2",9,"CT"
"3661","7/6/2018",3,"CT","CL1",1,2,8.3,NA,NA,NA,"PR1",1,"PR"
"3662","7/6/2018",3,"CT","CL1",2,2,6,NA,NA,NA,"PR1",1,"PR"
"3663","7/6/2018",3,"CT","CL1",3,3,9.2,NA,NA,NA,"PR1",1,"PR"
"3664","7/6/2018",3,"CT","CL1",4,2,7.1,NA,NA,NA,"PR1",1,"PR"
"3665","7/6/2018",3,"CT","CL1",5,2,7.7,NA,NA,NA,"PR1",1,"PR"
"3666","7/6/2018",3,"CT","CL1",6,2,8.5,NA,NA,NA,"PR1",1,"PR"
"3667","7/6/2018",3,"CT","CL2",1,3,6.1,NA,NA,NA,"PU1",1,"PU"
"3668","7/6/2018",3,"CT","CL2",2,2,10,NA,NA,NA,"PU1",1,"PU"
"3669","7/6/2018",3,"CT","CL2",3,3,8.2,NA,NA,NA,"PU1",1,"PU"
"3670","7/6/2018",3,"CT","CL2",4,2,7,NA,NA,NA,"PU1",1,"PU"
"3671","7/6/2018",3,"CT","CL2",5,3,7.8,NA,NA,NA,"PU1",1,"PU"
"3672","7/6/2018",3,"CT","CL2",6,2,4,NA,NA,NA,"PU1",1,"PU"
"3673","7/6/2018",3,"CT","CL3",1,2,5.5,NA,NA,NA,"PU2",1,"PU"
"3674","7/6/2018",3,"CT","CL3",2,1,6,NA,NA,NA,"PU2",1,"PU"
"3675","7/6/2018",3,"CT","CL3",3,3,5,NA,NA,NA,"PU2",1,"PU"
"3676","7/6/2018",3,"CT","CL3",4,3,6.2,NA,NA,NA,"PU2",1,"PU"
"3677","7/6/2018",3,"CT","CL3",5,1,5.6,NA,NA,NA,"PU2",1,"PU"
"3678","7/6/2018",3,"CT","CL3",6,1,5.1,NA,NA,NA,"PU2",1,"PU"
"3679","7/6/2018",3,"CT","CL4",1,2,5.8,NA,NA,NA,"PR2",1,"PR"
"3680","7/6/2018",3,"CT","CL4",2,2,5.2,NA,NA,NA,"PR2",1,"PR"
"3681","7/6/2018",3,"CT","CL4",3,2,6,NA,NA,NA,"PR2",1,"PR"
"3682","7/6/2018",3,"CT","CL4",4,2,4,NA,NA,NA,"PR2",1,"PR"
"3683","7/6/2018",3,"CT","CL4",5,2,6,NA,NA,NA,"PR2",1,"PR"
"3684","7/6/2018",3,"CT","CL4",6,2,8.3,NA,NA,NA,"PR2",1,"PR"
"3685","7/6/2018",3,"CT","CT1",1,2,12,NA,NA,NA,"CT1",1,"CT"
"3686","7/6/2018",3,"CT","CT1",2,2,13.1,NA,NA,NA,"CT1",1,"CT"
"3687","7/6/2018",3,"CT","CT1",3,3,11.8,NA,NA,NA,"CT1",1,"CT"
"3688","7/6/2018",3,"CT","CT1",4,4,13.4,NA,NA,NA,"CT1",1,"CT"
"3689","7/6/2018",3,"CT","CT1",5,3,9.4,NA,NA,NA,"CT1",1,"CT"
"3690","7/6/2018",3,"CT","CT1",6,3,13.1,NA,NA,NA,"CT1",1,"CT"
"3691","7/6/2018",3,"CT","CT2",1,2,14.2,NA,NA,NA,"CT2",1,"CT"
"3692","7/6/2018",3,"CT","CT2",2,3,10,NA,NA,NA,"CT2",1,"CT"
"3693","7/6/2018",3,"CT","CT2",3,3,11.9,NA,NA,NA,"CT2",1,"CT"
"3694","7/6/2018",3,"CT","CT2",4,3,11.8,NA,NA,NA,"CT2",1,"CT"
"3695","7/6/2018",3,"CT","CT2",5,4,13.2,NA,NA,NA,"CT2",1,"CT"
"3696","7/6/2018",3,"CT","CT2",6,3,8.3,NA,NA,NA,"CT2",1,"CT"
"3697","7/6/2018",3,"F10","CL1",1,2,8,NA,NA,NA,"PR1",1,"PR"
"3698","7/6/2018",3,"F10","CL1",2,2,6,NA,NA,NA,"PR1",1,"PR"
"3699","7/6/2018",3,"F10","CL1",3,2,8,NA,NA,NA,"PR1",1,"PR"
"3700","7/6/2018",3,"F10","CL1",4,2,10,NA,NA,NA,"PR1",1,"PR"
"3701","7/6/2018",3,"F10","CL1",5,2,8.5,NA,NA,NA,"PR1",1,"PR"
"3702","7/6/2018",3,"F10","CL1",6,2,7,NA,NA,NA,"PR1",1,"PR"
"3703","7/6/2018",3,"F10","CL2",1,2,5,NA,NA,NA,"PR2",1,"PR"
"3704","7/6/2018",3,"F10","CL2",2,2,6.3,NA,NA,NA,"PR2",1,"PR"
"3705","7/6/2018",3,"F10","CL2",3,2,7,NA,NA,NA,"PR2",1,"PR"
"3706","7/6/2018",3,"F10","CL2",4,2,6.8,NA,NA,NA,"PR2",1,"PR"
"3707","7/6/2018",3,"F10","CL2",5,3,6,NA,NA,NA,"PR2",1,"PR"
"3708","7/6/2018",3,"F10","CL2",6,2,5.1,NA,NA,NA,"PR2",1,"PR"
"3709","7/6/2018",3,"F10","CL3",1,2,8.6,NA,NA,NA,"PU1",1,"PU"
"3710","7/6/2018",3,"F10","CL3",2,2,12.5,NA,NA,NA,"PU1",1,"PU"
"3711","7/6/2018",3,"F10","CL3",3,2,9.3,NA,NA,NA,"PU1",1,"PU"
"3712","7/6/2018",3,"F10","CL3",4,2,7.9,NA,NA,NA,"PU1",1,"PU"
"3713","7/6/2018",3,"F10","CL3",5,2,8.1,NA,NA,NA,"PU1",1,"PU"
"3714","7/6/2018",3,"F10","CL3",6,2,6,NA,NA,NA,"PU1",1,"PU"
"3715","7/6/2018",3,"F10","CL4",1,2,12.8,NA,NA,NA,"PU2",1,"PU"
"3716","7/6/2018",3,"F10","CL4",2,2,9.8,NA,NA,NA,"PU2",1,"PU"
"3717","7/6/2018",3,"F10","CL4",3,2,8.8,NA,NA,NA,"PU2",1,"PU"
"3718","7/6/2018",3,"F10","CL4",4,2,10.3,NA,NA,NA,"PU2",1,"PU"
"3719","7/6/2018",3,"F10","CL4",5,3,9.5,NA,NA,NA,"PU2",1,"PU"
"3720","7/6/2018",3,"F10","CL4",6,3,8.6,NA,NA,NA,"PU2",1,"PU"
"3721","7/6/2018",3,"F10","CT1",1,2,18,NA,NA,NA,"CT1",1,"CT"
"3722","7/6/2018",3,"F10","CT1",2,2,21.7,NA,NA,NA,"CT1",1,"CT"
"3723","7/6/2018",3,"F10","CT1",3,2,24,NA,NA,NA,"CT1",1,"CT"
"3724","7/6/2018",3,"F10","CT1",4,3,15.9,NA,NA,NA,"CT1",1,"CT"
"3725","7/6/2018",3,"F10","CT1",5,3,17,NA,NA,NA,"CT1",1,"CT"
"3726","7/6/2018",3,"F10","CT1",6,2,21,NA,NA,NA,"CT1",1,"CT"
"3727","7/6/2018",3,"F10","CT2",1,3,14,NA,NA,NA,"CT2",1,"CT"
"3728","7/6/2018",3,"F10","CT2",2,2,19.5,NA,NA,NA,"CT2",1,"CT"
"3729","7/6/2018",3,"F10","CT2",3,3,19.4,NA,NA,NA,"CT2",1,"CT"
"3730","7/6/2018",3,"F10","CT2",4,3,17,NA,NA,NA,"CT2",1,"CT"
"3731","7/6/2018",3,"F10","CT2",5,3,12.1,NA,NA,NA,"CT2",1,"CT"
"3732","7/6/2018",3,"F10","CT2",6,3,16,NA,NA,NA,"CT2",1,"CT"
"3733","7/6/2018",3,"F5","CL1",1,2,8.1,NA,NA,NA,"PU1",1,"PU"
"3734","7/6/2018",3,"F5","CL1",2,2,10.2,NA,NA,NA,"PU1",1,"PU"
"3735","7/6/2018",3,"F5","CL1",3,2,8.2,NA,NA,NA,"PU1",1,"PU"
"3736","7/6/2018",3,"F5","CL1",4,2,7.8,NA,NA,NA,"PU1",1,"PU"
"3737","7/6/2018",3,"F5","CL1",5,1,7.5,NA,NA,NA,"PU1",1,"PU"
"3738","7/6/2018",3,"F5","CL1",6,1,7.6,NA,NA,NA,"PU1",1,"PU"
"3739","7/6/2018",3,"F5","CL2",1,2,6.8,NA,NA,NA,"PU2",1,"PU"
"3740","7/6/2018",3,"F5","CL2",2,2,9.2,NA,NA,NA,"PU2",1,"PU"
"3741","7/6/2018",3,"F5","CL2",3,2,8.1,NA,NA,NA,"PU2",1,"PU"
"3742","7/6/2018",3,"F5","CL2",4,2,8.6,NA,NA,NA,"PU2",1,"PU"
"3743","7/6/2018",3,"F5","CL2",5,2,7,NA,NA,NA,"PU2",1,"PU"
"3744","7/6/2018",3,"F5","CL2",6,1,8,NA,NA,NA,"PU2",1,"PU"
"3745","7/6/2018",3,"F5","CL3",1,2,5.1,NA,NA,NA,"PR1",1,"PR"
"3746","7/6/2018",3,"F5","CL3",2,2,4.5,NA,NA,NA,"PR1",1,"PR"
"3747","7/6/2018",3,"F5","CL3",3,2,4,NA,NA,NA,"PR1",1,"PR"
"3748","7/6/2018",3,"F5","CL3",4,2,7.8,NA,NA,NA,"PR1",1,"PR"
"3749","7/6/2018",3,"F5","CL3",5,1,6.6,NA,NA,NA,"PR1",1,"PR"
"3750","7/6/2018",3,"F5","CL3",6,3,8.8,NA,NA,NA,"PR1",1,"PR"
"3751","7/6/2018",3,"F5","CL4",1,2,5.9,NA,NA,NA,"PR2",1,"PR"
"3752","7/6/2018",3,"F5","CL4",2,2,7.7,NA,NA,NA,"PR2",1,"PR"
"3753","7/6/2018",3,"F5","CL4",3,2,7.6,NA,NA,NA,"PR2",1,"PR"
"3754","7/6/2018",3,"F5","CL4",4,3,8,NA,NA,NA,"PR2",1,"PR"
"3755","7/6/2018",3,"F5","CL4",5,1,6.5,NA,NA,NA,"PR2",1,"PR"
"3756","7/6/2018",3,"F5","CL4",6,2,6.9,NA,NA,NA,"PR2",1,"PR"
"3757","7/6/2018",3,"F5","CT1",1,3,14.6,NA,NA,NA,"CT1",1,"CT"
"3758","7/6/2018",3,"F5","CT1",2,3,20,NA,NA,NA,"CT1",1,"CT"
"3759","7/6/2018",3,"F5","CT1",3,2,18.3,NA,NA,NA,"CT1",1,"CT"
"3760","7/6/2018",3,"F5","CT1",4,3,21.9,NA,NA,NA,"CT1",1,"CT"
"3761","7/6/2018",3,"F5","CT1",5,3,15,NA,NA,NA,"CT1",1,"CT"
"3762","7/6/2018",3,"F5","CT1",6,3,18.7,NA,NA,NA,"CT1",1,"CT"
"3763","7/6/2018",3,"F5","CT2",1,2,19,NA,NA,NA,"CT2",1,"CT"
"3764","7/6/2018",3,"F5","CT2",2,4,17.8,NA,NA,NA,"CT2",1,"CT"
"3765","7/6/2018",3,"F5","CT2",3,2,13,NA,NA,NA,"CT2",1,"CT"
"3766","7/6/2018",3,"F5","CT2",4,3,14.1,NA,NA,NA,"CT2",1,"CT"
"3767","7/6/2018",3,"F5","CT2",5,2,16.2,NA,NA,NA,"CT2",1,"CT"
"3768","7/6/2018",3,"F5","CT2",6,3,19.7,NA,NA,NA,"CT2",1,"CT"
"3769","7/6/2019",1,"CT","CL1",1,2,5,NA,NA,NA,"PR1",6,"PR"
"3770","7/6/2019",1,"CT","CL1",2,2,4,NA,NA,NA,"PR1",6,"PR"
"3771","7/6/2019",1,"CT","CL1",3,2,3.5,NA,NA,NA,"PR1",6,"PR"
"3772","7/6/2019",1,"CT","CL1",4,2,4,NA,NA,NA,"PR1",6,"PR"
"3773","7/6/2019",1,"CT","CL1",5,2,3.5,NA,NA,NA,"PR1",6,"PR"
"3774","7/6/2019",1,"CT","CL1",6,1,4.5,NA,NA,NA,"PR1",6,"PR"
"3775","7/6/2019",1,"CT","CL2",1,2,3.5,NA,NA,NA,"PR2",6,"PR"
"3776","7/6/2019",1,"CT","CL2",2,1,4,NA,NA,NA,"PR2",6,"PR"
"3777","7/6/2019",1,"CT","CL2",3,1,3.5,NA,NA,NA,"PR2",6,"PR"
"3778","7/6/2019",1,"CT","CL2",4,1,3,NA,NA,NA,"PR2",6,"PR"
"3779","7/6/2019",1,"CT","CL2",5,2,3.5,NA,NA,NA,"PR2",6,"PR"
"3780","7/6/2019",1,"CT","CL2",6,2,3.5,NA,NA,NA,"PR2",6,"PR"
"3781","7/6/2019",1,"CT","CL3",1,4,10.5,NA,NA,NA,"PU1",6,"PU"
"3782","7/6/2019",1,"CT","CL3",2,3,10,NA,NA,NA,"PU1",6,"PU"
"3783","7/6/2019",1,"CT","CL3",3,1,5.5,NA,NA,NA,"PU1",6,"PU"
"3784","7/6/2019",1,"CT","CL3",4,1,7,NA,NA,NA,"PU1",6,"PU"
"3785","7/6/2019",1,"CT","CL3",5,2,9.9,NA,NA,NA,"PU1",6,"PU"
"3786","7/6/2019",1,"CT","CL3",6,1,6.5,NA,NA,NA,"PU1",6,"PU"
"3787","7/6/2019",1,"CT","CL4",1,2,10,NA,NA,NA,"PU2",6,"PU"
"3788","7/6/2019",1,"CT","CL4",2,2,8.5,NA,NA,NA,"PU2",6,"PU"
"3789","7/6/2019",1,"CT","CL4",3,3,11.5,NA,NA,NA,"PU2",6,"PU"
"3790","7/6/2019",1,"CT","CL4",4,3,10.5,NA,NA,NA,"PU2",6,"PU"
"3791","7/6/2019",1,"CT","CL4",5,2,13.5,NA,NA,NA,"PU2",6,"PU"
"3792","7/6/2019",1,"CT","CL4",6,3,10.5,NA,NA,NA,"PU2",6,"PU"
"3793","7/6/2019",1,"CT","CT1",1,4,11,NA,NA,NA,"CT1",6,"CT"
"3794","7/6/2019",1,"CT","CT1",2,3,11.5,NA,NA,NA,"CT1",6,"CT"
"3795","7/6/2019",1,"CT","CT1",3,3,13,NA,NA,NA,"CT1",6,"CT"
"3796","7/6/2019",1,"CT","CT1",4,2,9.2,NA,NA,NA,"CT1",6,"CT"
"3797","7/6/2019",1,"CT","CT1",5,4,13.5,NA,NA,NA,"CT1",6,"CT"
"3798","7/6/2019",1,"CT","CT1",6,2,8.2,NA,NA,NA,"CT1",6,"CT"
"3799","7/6/2019",1,"CT","CT2",1,2,19,NA,NA,NA,"CT2",6,"CT"
"3800","7/6/2019",1,"CT","CT2",2,3,16,NA,NA,NA,"CT2",6,"CT"
"3801","7/6/2019",1,"CT","CT2",3,3,19,NA,NA,NA,"CT2",6,"CT"
"3802","7/6/2019",1,"CT","CT2",4,2,15.5,NA,NA,NA,"CT2",6,"CT"
