date,block,plot,old_id,rep,t_num,g_ht,y_ht,max_ht,y_pct
6/23/2019,1,F5,CT1,2,2,16,,,
6/23/2019,1,F5,CT1,3,3,12.5,,,
6/23/2019,1,F5,CT1,4,2,19,,,
6/23/2019,1,F5,CT1,5,1,10.5,,,
6/23/2019,1,F5,CT1,6,2,12,,,
6/23/2019,1,F5,CT2,1,2,11.5,,,
6/23/2019,1,F5,CT2,2,2,8,,,
6/23/2019,1,F5,CT2,3,2,5.5,,,
6/23/2019,1,F5,CT2,4,3,13,,,
6/23/2019,1,F5,CT2,5,3,9,,,
6/23/2019,1,F5,CT2,6,1,10,,,
6/23/2019,1,F5,CL1,1,2,7,,,
6/23/2019,1,F5,CL1,2,3,13.5,,,
6/23/2019,1,F5,CL1,3,2,5.5,,,
6/23/2019,1,F5,CL1,4,3,15,,,
6/23/2019,1,F5,CL1,5,2,10.5,,,
6/23/2019,1,F5,CL1,6,2,8,,,
6/23/2019,1,F5,CL2,1,2,10,,,
6/23/2019,1,F5,CL2,2,3,11,,,
6/23/2019,1,F5,CL2,3,3,11,,,
6/23/2019,1,F5,CL2,4,3,15,,,
6/23/2019,1,F5,CL2,5,2,4,,,
6/23/2019,1,F5,CL2,6,2,11.5,,,
6/23/2019,1,F5,CL3,1,4,10.5,,,
6/23/2019,1,F5,CL3,2,3,6.5,,,
6/23/2019,1,F5,CL3,3,3,7,,,
6/23/2019,1,F5,CL3,4,3,9,,,
6/23/2019,1,F5,CL3,5,3,10.5,,,
6/23/2019,1,F5,CL3,6,2,12.5,,,
6/23/2019,1,F5,CL4,1,2,5,,,
6/23/2019,1,F5,CL4,2,3,7,,,
6/23/2019,1,F5,CL4,3,2,10,,,
6/23/2019,1,F5,CL4,4,3,6,,,
6/23/2019,1,F5,CL4,5,2,8,,,
6/23/2019,1,F5,CL4,6,2,6,,,
6/23/2019,1,F10 ,CT1,1,3,15,,,
6/23/2019,1,F10 ,CT1,2,3,19,,,
6/23/2019,1,F10,CT1,3,2,10.5,,,
6/23/2019,1,F10,CT1,4,1,9.5,,,
6/23/2019,1,F10,CT1,5,2,17,,,
6/23/2019,1,F10,CT1,6,NA,NA,,,
6/23/2019,1,F10,CL1,1,2,8.5,,,
6/23/2019,1,F10,CL1,2,2,9,,,
6/23/2019,1,F10,CL1,3,2,5,,,
6/23/2019,1,F10,CL1,4,2,8,,,
6/23/2019,1,F10,CL1,5,3,13.5,,,
6/23/2019,1,F10,CL1,6,2,9,,,
6/23/2019,1,F10,CL2,1,2,8,,,
6/23/2019,1,F10,CL2,2,2,9,,,
6/23/2019,1,F10,CL2,3,3,10.5,,,
6/23/2019,1,F10,CL2,4,2,11,,,
6/23/2019,1,F10,CL2,5,2,8.5,,,
6/23/2019,1,F10,CL2,6,3,7,,,
6/23/2019,1,F10,CT2,1,2,9,,,
6/23/2019,1,F10,CT2,2,3,11.5,,,
6/23/2019,1,F10,CT2,3,3,11,,,
6/23/2019,1,F10,CT2,4,2,12,,,
6/23/2019,1,F10,CT2,5,2,10,,,
6/23/2019,1,F10,CT2,6,2,11,,,
6/23/2019,1,F10,CL3,1,2,10,,,
6/23/2019,1,F10,CL3,2,1,12,,,
6/23/2019,1,F10,CL3,3,3,9.5,,,
6/23/2019,1,F10,CL3,4,2,6,,,
6/23/2019,1,F10,CL3,5,2,10,,,
6/23/2019,1,F10,CL3,6,2,8,,,
6/23/2019,1,F10,CL4,1,2,7.5,,,
6/23/2019,1,F10,CL4,2,3,6,,,
6/23/2019,1,F10,CL4,3,2,7,,,
6/23/2019,1,F10,CL4,4,4,6,,,
6/23/2019,1,F10,CL4,5,2,8,,,
6/23/2019,1,F10,CL4,6,3,8,,,
6/23/2019,2,CT,CT1,1,3,13,,,
6/23/2019,2,CT,CT1,2,2,11,,,
6/23/2019,2,CT,CT1,3,3,10.5,,,
6/23/2019,2,CT,CT1,4,3,16,,,
6/23/2019,2,CT,CT1,5,3,12,,,
6/23/2019,2,CT,CT1,6,2,11,,,
6/23/2019,2,CT,CT2,1,2,9,,,
6/23/2019,2,CT,CT2,2,2,13.5,,,
6/23/2019,2,CT,CT2,3,3,14,,,
6/23/2019,2,CT,CT2,4,3,11,,,
6/23/2019,2,CT,CT2,5,2,11,,,
6/23/2019,2,CT,CT2,6,2,12,,,
6/23/2019,2,CT,CL1,1,2,7,,,
6/23/2019,2,CT,CL1,2,3,15,,,
6/23/2019,2,CT,CL1,3,2,12,,,
6/23/2019,2,CT,CL1,4,2,9.5,,,
6/23/2019,2,CT,CL1,5,2,11,,,
6/23/2019,2,CT,CL1,6,2,13,,,
6/23/2019,2,CT,CL2,1,2,13,,,
6/23/2019,2,CT,CL2,2,2,13.5,,,
6/23/2019,2,CT,CL2,3,3,11,,,
6/23/2019,2,CT,CL2,4,2,9,,,
6/23/2019,2,CT,CL2,5,3,12,,,
6/23/2019,2,CT,CL2,6,3,8,,,
6/23/2019,2,CT,CL3,1,3,6,,,
6/23/2019,2,CT,CL3,2,2,13,,,
6/23/2019,2,CT,CL3,3,2,10,,,
6/23/2019,2,CT,CL3,4,3,9.5,,,
6/23/2019,2,CT,CL3,5,3,9.5,,,
6/23/2019,2,CT,CL3,6,2,6.5,,,
6/23/2019,2,CT,CL4,1,2,9,,,
6/23/2019,2,CT,CL4,2,2,7,,,
6/23/2019,2,CT,CL4,3,2,9,,,
6/23/2019,2,CT,CL4,4,3,12,,,
6/23/2019,2,CT,CL4,5,2,8,,,
6/23/2019,2,CT,CL4,6,3,8.5,,,
6/23/2019,2,F2,CT1,1,2,12,,,
6/23/2019,2,F2,CT1,2,2,12,,,
6/23/2019,2,F2,CT1,3,3,11,,,
6/23/2019,2,F2,CT1,4,2,14,,,
6/23/2019,2,F2,CT1,5,2,13,,,
6/23/2019,2,F2,CT1,6,2,12,,,
6/23/2019,2,F2,CT2,1,3,14,,,
6/23/2019,2,F2,CT2,2,3,13.5,,,
6/23/2019,2,F2,CT2,3,2,14,,,
6/23/2019,2,F2,CT2,4,2,17,,,
6/23/2019,2,F2,CT2,5,2,16,,,
6/23/2019,2,F2,CT2,6,2,16.5,,,
6/23/2019,2,F2,CL1,1,2,9,,,
6/23/2019,2,F2,CL1,2,3,11.5,,,
6/23/2019,2,F2,CL1,3,3,10.5,,,
6/23/2019,2,F2,CL1,4,2,6,,,
6/23/2019,2,F2,CL1,5,3,10,,,
6/23/2019,2,F2,CL1,6,2,11,,,
6/23/2019,2,F2,CL2,1,3,7,,,
6/23/2019,2,F2,CL2,2,3,8,,,
6/23/2019,2,F2,CL2,3,2,8,,,
6/23/2019,2,F2,CL2,4,2,9,,,
6/23/2019,2,F2,CL2,5,2,6,,,
6/23/2019,2,F2,CL2,6,2,8,,,
6/23/2019,2,F2,CL3,1,2,12.5,,,
6/23/2019,2,F2,CL3,2,2,12,,,
6/23/2019,2,F2,CL3,3,2,13,,,
6/23/2019,2,F2,CL3,4,2,13.5,,,
6/23/2019,2,F2,CL3,5,2,13.5,,,
6/23/2019,2,F2,CL3,6,2,12,,,
6/23/2019,2,F2,CL4,1,2,12,,,
6/23/2019,2,F2,CL4,2,2,10,,,
6/23/2019,2,F2,CL4,3,2,8,,,
6/23/2019,2,F2,CL4,4,2,9,,,
6/23/2019,2,F2,CL4,5,2,10,,,
6/23/2019,2,F2,CL4,6,2,10,,,
6/23/2019,2,F5,CT1,1,3,24,,,
6/23/2019,2,F5,CT1,2,2,19.5,,,
6/23/2019,2,F5,CT1,3,2,19,,,
6/23/2019,2,F5,CT1,4,2,13,,,
6/23/2019,2,F5,CT1,5,3,17,,,
6/23/2019,2,F5,CT1,6,2,16,,,
6/23/2019,2,F5,CT2,1,3,22,,,
6/23/2019,2,F5,CT2,2,3,20,,,
6/23/2019,2,F5,CT2,3,2,10.8,,,
6/23/2019,2,F5,CT2,4,2,11,,,
6/23/2019,2,F5,CT2,5,2,14,,,
6/23/2019,2,F5,CT2,6,2,9,,,
6/23/2019,2,F5,CL1,1,2,9,,,
6/23/2019,2,F5,CL1,2,2,13,,,
6/23/2019,2,F5,CL1,3,2,11,,,
6/23/2019,2,F5,CL1,4,3,13,,,
6/23/2019,2,F5,CL1,5,2,9,,,
6/23/2019,2,F5,CL1,6,3,8.5,,,
6/23/2019,2,F5,CL2,1,2,11,,,
6/23/2019,2,F5,CL2,2,3,11,,,
6/23/2019,2,F5,CL2,3,1,14,,,
6/23/2019,2,F5,CL2,4,2,14,,,
6/23/2019,2,F5,CL2,5,3,10,,,
6/23/2019,2,F5,CL2,6,2,11,,,
6/23/2019,2,F5,CL3,1,3,13,,,
6/23/2019,2,F5,CL3,2,2,11,,,
6/23/2019,2,F5,CL3,3,2,9,,,
6/23/2019,2,F5,CL3,4,2,10,,,
6/23/2019,2,F5,CL3,5,2,10,,,
6/23/2019,2,F5,CL3,6,2,12,,,
6/23/2019,2,F5,CL4,1,2,5,,,
6/23/2019,2,F5,CL4,2,3,11.5,,,
6/23/2019,2,F5,CL4,3,3,12,,,
6/23/2019,2,F5,CL4,4,2,16,,,
6/23/2019,2,F5,CL4,5,2,11.5,,,
6/23/2019,2,F5,CL4,6,2,14,,,
6/23/2019,2,F10 ,CT1,1,2,22,,,
6/23/2019,2,F10 ,CT1,2,3,19.5,,,
6/23/2019,2,F10,CT1,3,2,14,,,
6/23/2019,2,F10,CT1,4,3,20,,,
6/23/2019,2,F10,CT1,5,3,16,,,
6/23/2019,2,F10,CT1,6,2,22,,,
6/23/2019,2,F10,CT2,1,3,21,,,
6/23/2019,2,F10,CT2,2,3,23,,,
6/23/2019,2,F10,CT2,3,2,23,,,
6/23/2019,2,F10,CT2,4,3,25,,,
6/23/2019,2,F10,CT2,5,2,21,,,
6/23/2019,2,F10,CT2,6,2,22,,,
6/23/2019,2,F10,CL1,1,2,11,,,
6/23/2019,2,F10,CL1,2,2,15.5,,,
6/23/2019,2,F10,CL1,3,3,14,,,
6/23/2019,2,F10,CL1,4,2,11,,,
6/23/2019,2,F10,CL1,5,3,12,,,
6/23/2019,2,F10,CL1,6,2,14,,,
6/23/2019,2,F10,CL2,1,3,10.5,,,
6/23/2019,2,F10,CL2,2,2,11.5,,,
6/23/2019,2,F10,CL2,3,3,11.5,,,
6/23/2019,2,F10,CL2,4,3,10,,,
6/23/2019,2,F10,CL2,5,2,10.5,,,
6/23/2019,2,F10,CL2,6,2,8,,,
6/23/2019,2,F10,CL3,1,3,14,,,
6/23/2019,2,F10,CL3,2,2,11.5,,,
6/23/2019,2,F10,CL3,3,2,11,,,
6/23/2019,2,F10,CL3,4,2,18,,,
6/23/2019,2,F10,CL3,5,2,7,,,
6/23/2019,2,F10,CL3,6,3,14.5,,,
6/23/2019,2,F10,CL4,1,2,14,,,
6/23/2019,2,F10,CL4,2,2,8,,,
6/23/2019,2,F10,CL4,3,2,13,,,
6/23/2019,2,F10,CL4,4,3,12.5,,,
6/23/2019,2,F10,CL4,5,2,9,,,
6/23/2019,2,F10,CL4,6,2,15,,,
6/24/2019,3,CT,CT1,1,3,16,,,
6/24/2019,3,CT,CT1,2,3,10.5,,,
6/24/2019,3,CT,CT1,3,2,11,,,
6/24/2019,3,CT,CT1,4,3,11.5,,,
6/24/2019,3,CT,CT1,5,2,11,,,
6/24/2019,3,CT,CT1,6,2,10,,,
6/24/2019,3,CT,CT2,1,2,11,,,
6/24/2019,3,CT,CT2,2,3,15.5,,,
6/24/2019,3,CT,CT2,3,2,8,,,
6/24/2019,3,CT,CT2,4,2,12,,,
6/24/2019,3,CT,CT2,5,3,8,,,
6/24/2019,3,CT,CT2,6,3,11,,,
6/24/2019,3,CT,CL1,1,3,13.5,,,
6/24/2019,3,CT,CL1,2,2,14,,,
6/24/2019,3,CT,CL1,3,3,11,,,
6/24/2019,3,CT,CL1,4,2,9,,,
6/24/2019,3,CT,CL1,5,2,15,,,
6/24/2019,3,CT,CL1,6,3,12,,,
6/24/2019,3,CT,CL2,1,2,7,,,
6/24/2019,3,CT,CL2,2,2,15,,,
6/24/2019,3,CT,CL2,3,3,19,,,
6/24/2019,3,CT,CL2,4,2,12,,,
6/24/2019,3,CT,CL2,5,3,11,,,
6/24/2019,3,CT,CL2,6,3,10,,,
6/24/2019,3,CT,CL3,1,3,11.5,,,
6/24/2019,3,CT,CL3,2,3,9,,,
6/24/2019,3,CT,CL3,3,2,7,,,
6/24/2019,3,CT,CL3,4,3,9.5,,,
6/24/2019,3,CT,CL3,5,3,10,,,
6/24/2019,3,CT,CL3,6,2,14,,,
6/24/2019,3,CT,CL4,1,3,10,,,
6/24/2019,3,CT,CL4,2,2,12,,,
6/24/2019,3,CT,CL4,3,3,9.5,,,
6/24/2019,3,CT,CL4,4,3,7,,,
6/24/2019,3,CT,CL4,5,3,7,,,
6/24/2019,3,CT,CL4,6,2,7,,,
6/23/2019,3,F5,CT1,1,2,19,,,
6/23/2019,3,F5,CT1,2,3,19,,,
6/23/2019,3,F5,CT1,3,2,12,,,
6/23/2019,3,F5,CT1,4,2,17,,,
6/23/2019,3,F5,CT1,5,3,16,,,
6/23/2019,3,F5,CT1,6,3,14,,,
6/23/2019,3,F5,CT2,1,2,19,,,
6/23/2019,3,F5,CT2,2,3,13,,,
6/23/2019,3,F5,CT2,3,3,16,,,
6/23/2019,3,F5,CT2,4,2,11,,,
6/23/2019,3,F5,CT2,5,3,16,,,
6/23/2019,3,F5,CT2,6,2,18.5,,,
6/23/2019,3,F5,CL1,1,2,13.5,,,
6/23/2019,3,F5,CL1,2,2,8,,,
6/23/2019,3,F5,CL1,3,2,12,,,
6/23/2019,3,F5,CL1,4,2,11,,,
6/23/2019,3,F5,CL1,5,2,14,,,
6/23/2019,3,F5,CL1,6,2,14,,,
6/23/2019,3,F5,CL2,1,2,9,,,
6/23/2019,3,F5,CL2,2,1,15,,,
6/23/2019,3,F5,CL2,3,3,7,,,
6/23/2019,3,F5,CL2,4,2,13,,,
6/23/2019,3,F5,CL2,5,2,14,,,
6/23/2019,3,F5,CL2,6,2,12,,,
6/23/2019,3,F5,CL3,1,8,3,,,
6/23/2019,3,F5,CL3,2,2,8,,,
6/23/2019,3,F5,CL3,3,3,10,,,
6/23/2019,3,F5,CL3,4,2,13,,,
6/23/2019,3,F5,CL3,5,3,10,,,
6/23/2019,3,F5,CL3,6,2,12,,,
6/23/2019,3,F5,CL4,1,2,8,,,
6/23/2019,3,F5,CL4,2,3,9,,,
6/23/2019,3,F5,CL4,3,2,9.5,,,
6/23/2019,3,F5,CL4,4,1,18,,,
6/23/2019,3,F5,CL4,5,2,14,,,
6/23/2019,3,F5,CL4,6,3,14,,,
6/23/2019,3,F10 ,CT1,1,2,7,,,
6/23/2019,3,F10 ,CT1,2,3,23,,,
6/23/2019,3,F10,CT1,3,2,12,,,
6/23/2019,3,F10,CT1,4,2,13,,,
6/23/2019,3,F10,CT1,5,2,14,,,
6/23/2019,3,F10,CT1,6,2,12,,,
6/23/2019,3,F10,CT2,1,3,15,,,
6/23/2019,3,F10,CT2,2,2,13,,,
6/23/2019,3,F10,CT2,3,2,9,,,
6/23/2019,3,F10,CT2,4,2,6,,,
6/23/2019,3,F10,CT2,5,3,8.5,,,
6/23/2019,3,F10,CT2,6,3,7,,,
6/23/2019,3,F10,CL2,1,2,11,,,
6/23/2019,3,F10,CL2,2,3,9,,,
6/23/2019,3,F10,CL2,3,2,15,,,
6/23/2019,3,F10,CL2,4,2,12.5,,,
6/23/2019,3,F10,CL2,5,2,11,,,
6/23/2019,3,F10,CL2,6,2,11,,,
6/23/2019,3,F10,CL3,1,3,13,,,
6/23/2019,3,F10,CL3,2,2,14,,,
6/23/2019,3,F10,CL3,3,3,16.5,,,
6/23/2019,3,F10,CL3,4,2,14.5,,,
6/23/2019,3,F10,CL3,5,2,14,,,
6/23/2019,3,F10,CL3,6,2,11,,,
6/23/2019,3,F10,CL4,1,3,14,,,
6/23/2019,3,F10,CL4,2,2,9,,,
6/23/2019,3,F10,CL4,3,2,14,,,
6/23/2019,3,F10,CL4,4,2,18,,,
6/23/2019,3,F10,CL4,5,2,14,,,
6/23/2019,3,F10,CL4,6,2,7,,,
7/6/2019,1,CT,CT1,1,4,11,,,
7/6/2019,1,CT,CT1,2,3,11.5,,,
7/6/2019,1,CT,CT1,3,3,13,,,
7/6/2019,1,CT,CT1,4,2,9.2,,,
7/6/2019,1,CT,CT1,5,4,13.5,,,
7/6/2019,1,CT,CT1,6,2,8.2,,,
7/6/2019,1,CT,CT2,1,2,19,,,
7/6/2019,1,CT,CT2,2,3,16,,,
7/6/2019,1,CT,CT2,3,3,19,,,
7/6/2019,1,CT,CT2,4,2,15.5,,,
7/6/2019,1,CT,CT2,5,2,14,,,
7/6/2019,1,CT,CT2,6,3,12,,,
7/6/2019,1,CT,CL1,1,2,5,,,
7/6/2019,1,CT,CL1,2,2,4,,,
7/6/2019,1,CT,CL1,3,2,3.5,,,
7/6/2019,1,CT,CL1,4,2,4,,,
7/6/2019,1,CT,CL1,5,2,3.5,,,
7/6/2019,1,CT,CL1,6,1,4.5,,,
7/6/2019,1,CT,CL2,1,2,3.5,,,
7/6/2019,1,CT,CL2,2,1,4,,,
7/6/2019,1,CT,CL2,3,1,3.5,,,
7/6/2019,1,CT,CL2,4,1,3,,,
7/6/2019,1,CT,CL2,5,2,3.5,,,
7/6/2019,1,CT,CL2,6,2,3.5,,,
7/6/2019,1,CT,CL3,1,4,10.5,,,
7/6/2019,1,CT,CL3,2,3,10,,,
7/6/2019,1,CT,CL3,3,1,5.5,,,
7/6/2019,1,CT,CL3,4,1,7,,,
7/6/2019,1,CT,CL3,5,2,9.9,,,
7/6/2019,1,CT,CL3,6,1,6.5,,,
7/6/2019,1,CT,CL4,1,2,10,,,
7/6/2019,1,CT,CL4,2,2,8.5,,,
7/6/2019,1,CT,CL4,3,3,11.5,,,
7/6/2019,1,CT,CL4,4,3,10.5,,,
7/6/2019,1,CT,CL4,5,2,13.5,,,
7/6/2019,1,CT,CL4,6,3,10.5,,,
7/6/2019,1,F2,CT1,1,2,18,,,
7/6/2019,1,F2,CT1,2,2,15,,,
7/6/2019,1,F2,CT1,3,2,14,,,
7/6/2019,1,F2,CT1,4,2,14.5,,,
7/6/2019,1,F2,CT1,5,3,14.5,,,
7/6/2019,1,F2,CT1,6,2,11.5,,,
7/6/2019,1,F2,CT2,1,3,12.5,,,
7/6/2019,1,F2,CT2,2,2,12,,,
7/6/2019,1,F2,CT2,3,3,13,,,
7/6/2019,1,F2,CT2,4,2,16,,,
7/6/2019,1,F2,CT2,5,3,16,,,
7/6/2019,1,F2,CT2,6,2,13,,,
7/6/2019,1,F2,CL1,1,NA,NA,,,
7/6/2019,1,F2,CL1,2,4,10.5,,,
7/6/2019,1,F2,CL1,3,2,7.5,,,
7/6/2019,1,F2,CL1,4,5,7.5,,,
7/6/2019,1,F2,CL1,5,3,10.5,,,
7/6/2019,1,F2,CL1,6,4,4,,,
7/6/2019,1,F2,CL2,1,2,7.5,,,
7/6/2019,1,F2,CL2,2,1,9,,,
7/6/2019,1,F2,CL2,3,2,5.5,,,
7/6/2019,1,F2,CL2,4,4,8,,,
7/6/2019,1,F2,CL2,5,6,5,,,
7/6/2019,1,F2,CL2,6,3,4.5,,,
7/6/2019,1,F2,CL3,1,2,4.5,,,
7/6/2019,1,F2,CL3,2,2,5,,,
7/6/2019,1,F2,CL3,3,1,4,,,
7/6/2019,1,F2,CL3,4,2,4,,,
7/6/2019,1,F2,CL3,5,2,5,,,
7/6/2019,1,F2,CL3,6,1,4.5,,,
7/6/2019,1,F2,CL4,1,1,5,,,
7/6/2019,1,F2,CL4,2,2,4.5,,,
7/6/2019,1,F2,CL4,3,2,6.5,,,
7/6/2019,1,F2,CL4,4,2,4,,,
7/6/2019,1,F2,CL4,5,2,5,,,
7/6/2019,1,F2,CL4,6,2,5.5,,,
7/6/2019,1,F5,CT1,1,2,10.5,,,
7/6/2019,1,F5,CT1,2,1,14,,,
7/6/2019,1,F5,CT1,3,4,15.6,,,
7/6/2019,1,F5,CT1,4,1,15,,,
7/6/2019,1,F5,CT1,5,2,3,,,
7/6/2019,1,F5,CT1,6,1,15.5,,,
7/6/2019,1,F5,CT2,1,2,12,,,
7/6/2019,1,F5,CT2,2,3,6.5,,,
7/6/2019,1,F5,CT2,3,2,11,,,
7/6/2019,1,F5,CT2,4,2,13,,,
7/6/2019,1,F5,CT2,5,2,10.5,,,
7/6/2019,1,F5,CT2,6,2,10,,,
7/6/2019,1,F5,CL1,1,1,9,,,
7/6/2019,1,F5,CL1,2,2,13,,,
7/6/2019,1,F5,CL1,3,1,9,,,
7/6/2019,1,F5,CL1,4,5,14.5,,,
7/6/2019,1,F5,CL1,5,6,13.5,,,
7/6/2019,1,F5,CL1,6,2,6.5,,,
7/6/2019,1,F5,CL2,1,2,11,,,
7/6/2019,1,F5,CL2,2,4,17,,,
7/6/2019,1,F5,CL2,3,2,12.7,,,
7/6/2019,1,F5,CL2,4,5,13,,,
7/6/2019,1,F5,CL2,5,1,3,,,
7/6/2019,1,F5,CL2,6,2,11,,,
7/6/2019,1,F5,CL3,1,3,8,,,
7/6/2019,1,F5,CL3,2,2,4.5,,,
7/6/2019,1,F5,CL3,3,2,6,,,
7/6/2019,1,F5,CL3,4,2,5,,,
7/6/2019,1,F5,CL3,5,2,5,,,
7/6/2019,1,F5,CL3,6,2,5,,,
7/6/2019,1,F5,CL4,1,2,3.5,,,
7/6/2019,1,F5,CL4,2,2,3.6,,,
7/6/2019,1,F5,CL4,3,1,4.5,,,
7/6/2019,1,F5,CL4,4,2,3,,,
7/6/2019,1,F5,CL4,5,2,3.5,,,
7/6/2019,1,F5,CL4,6,2,3,,,
7/6/2019,1,F10 ,CT1,1,5,15.4,,,
7/6/2019,1,F10 ,CT1,2,2,20,,,
7/6/2019,1,F10,CT1,3,3,9,,,
7/6/2019,1,F10,CT1,4,2,9.2,,,
7/6/2019,1,F10,CT1,5,2,15.5,,,
7/6/2019,1,F10,CT1,6,NA,NA,,,
7/6/2019,1,F10,CT2,1,2,10,,,
7/6/2019,1,F10,CT2,2,NA,NA,,,
7/6/2019,1,F10,CT2,3,2,14,,,
7/6/2019,1,F10,CT2,4,2,13,,,
7/6/2019,1,F10,CT2,5,2,11,,,
7/6/2019,1,F10,CT2,6,2,14,,,
7/6/2019,1,F10,CL1,1,4,10,,,
7/6/2019,1,F10,CL1,2,2,8.5,,,
7/6/2019,1,F10,CL1,3,2,4,,,
7/6/2019,1,F10,CL1,4,2,8.5,,,
7/6/2019,1,F10,CL1,5,3,13.7,,,
7/6/2019,1,F10,CL1,6,2,8.5,,,
7/6/2019,1,F10,CL2,1,2,11,,,
7/6/2019,1,F10,CL2,2,1,9,,,
7/6/2019,1,F10,CL2,3,3,10,,,
7/6/2019,1,F10,CL2,4,3,12.7,,,
7/6/2019,1,F10,CL2,5,5,13.5,,,
7/6/2019,1,F10,CL2,6,2,7,,,
7/6/2019,1,F10,CL3,1,1,4.5,,,
7/6/2019,1,F10,CL3,2,2,5,,,
7/6/2019,1,F10,CL3,3,1,4,,,
7/6/2019,1,F10,CL3,4,1,4.5,,,
7/6/2019,1,F10,CL3,5,1,4,,,
7/6/2019,1,F10,CL3,6,1,3,,,
7/6/2019,1,F10,CL4,1,2,6,,,
7/6/2019,1,F10,CL4,2,2,5,,,
7/6/2019,1,F10,CL4,3,1,6,,,
7/6/2019,1,F10,CL4,4,3,5,,,
7/6/2019,1,F10,CL4,5,2,5,,,
7/6/2019,1,F10,CL4,6,2,5,,,
7/6/2019,2,CT,CT1,1,3,14.5,,,
7/6/2019,2,CT,CT1,2,2,12.5,,,
7/6/2019,2,CT,CT1,3,2,9,,,
7/6/2019,2,CT,CT1,4,3,15,,,
7/6/2019,2,CT,CT1,5,2,11.5,,,
7/6/2019,2,CT,CT1,6,1,10,,,
7/6/2019,2,CT,CT2,1,2,12,,,
7/6/2019,2,CT,CT2,2,2,12,,,
7/6/2019,2,CT,CT2,3,3,13.5,,,
