date,block,plot,old_id,clip_id,rep,t_num,g_ht,y_ht,max_ht,y_pct
6/19/2021,2,F10,,PU1,9,2,11.5,,11.5,-100
6/19/2021,2,F10,,PU1,10,3,21,,21,-100
6/19/2021,2,F10,,PU2,1,2,16.4,,16.4,-100
6/19/2021,2,F10,,PU2,2,2,12.7,,12.7,-100
6/19/2021,2,F10,,PU2,3,1,16.5,,16.5,-100
6/19/2021,2,F10,,PU2,4,2,8.5,,8.5,-100
6/19/2021,2,F10,,PU2,5,2,14.8,,14.8,-100
6/19/2021,2,F10,,PU2,6,3,14.5,,14.5,-100
6/19/2021,2,F10,,PU2,7,3,10.5,,10.5,-100
6/19/2021,2,F10,,PU2,8,1,14.5,,14.5,-100
6/19/2021,2,F10,,PU2,9,2,17,,17,-100
6/19/2021,2,F10,,PU2,10,2,14.5,,14.5,-100
6/19/2021,2,F10,,PR1,1,2,12.5,,12.5,-100
6/19/2021,2,F10,,PR1,2,3,8.5,,8.5,-100
6/19/2021,2,F10,,PR1,3,2,6,,6,-100
6/19/2021,2,F10,,PR1,4,4,8.5,,8.5,-100
6/19/2021,2,F10,,PR1,5,2,11.5,,11.5,-100
6/19/2021,2,F10,,PR1,6,2,11,,11,-100
6/19/2021,2,F10,,PR1,7,2,10,,10,-100
6/19/2021,2,F10,,PR1,8,3,10.5,,10.5,-100
6/19/2021,2,F10,,PR1,9,2,8,,8,-100
6/19/2021,2,F10,,PR1,10,3,7.5,,7.5,-100
6/19/2021,2,F10,,PR2,1,3,9,,9,-100
6/19/2021,2,F10,,PR2,2,2,11.5,,11.5,-100
6/19/2021,2,F10,,PR2,3,2,11,,11,-100
6/19/2021,2,F10,,PR2,4,2,13.5,,13.5,-100
6/19/2021,2,F10,,PR2,5,2,9.5,,9.5,-100
6/19/2021,2,F10,,PR2,6,2,11.5,,11.5,-100
6/19/2021,2,F10,,PR2,7,2,10,,10,-100
6/19/2021,2,F10,,PR2,8,2,12,,12,-100
6/19/2021,2,F10,,PR2,9,2,12,,12,-100
6/19/2021,2,F10,,PR2,10,2,12,,12,-100
6/19/2021,3,CT,,CT1,1,3,9,,9,-100
6/19/2021,3,CT,,CT1,2,2,7.5,,7.5,-100
6/19/2021,3,CT,,CT1,3,3,7.5,,7.5,-100
6/19/2021,3,CT,,CT1,4,3,9,,9,-100
6/19/2021,3,CT,,CT1,5,3,9.5,,9.5,-100
6/19/2021,3,CT,,CT1,6,2,5,,5,-100
6/19/2021,3,CT,,CT1,7,3,8,,8,-100
6/19/2021,3,CT,,CT1,8,2,7,,7,-100
6/19/2021,3,CT,,CT1,9,3,7.5,,7.5,-100
6/19/2021,3,CT,,CT1,10,3,6,,6,-100
6/19/2021,3,CT,,CT2,1,3,10.1,,10.1,-100
6/19/2021,3,CT,,CT2,2,4,15.2,,15.2,-100
6/19/2021,3,CT,,CT2,3,2,12,,12,-100
6/19/2021,3,CT,,CT2,4,3,18.3,,18.3,-100
6/19/2021,3,CT,,CT2,5,2,13.5,,13.5,-100
6/19/2021,3,CT,,CT2,6,2,11.4,,11.4,-100
6/19/2021,3,CT,,CT2,7,3,8.5,,8.5,-100
6/19/2021,3,CT,,CT2,8,3,8.9,,8.9,-100
6/19/2021,3,CT,,CT2,9,3,7.5,,7.5,-100
6/19/2021,3,CT,,CT2,10,3,9.4,,9.4,-100
6/19/2021,3,CT,,PU1,1,3,8,,8,-100
6/19/2021,3,CT,,PU1,2,2,8,,8,-100
6/19/2021,3,CT,,PU1,3,2,8,,8,-100
6/19/2021,3,CT,,PU1,4,5,10.5,,10.5,-100
6/19/2021,3,CT,,PU1,5,2,7,,7,-100
6/19/2021,3,CT,,PU1,6,2,9,,9,-100
6/19/2021,3,CT,,PU1,7,3,9,,9,-100
6/19/2021,3,CT,,PU1,8,3,10.5,,10.5,-100
6/19/2021,3,CT,,PU1,9,2,8.5,,8.5,-100
6/19/2021,3,CT,,PU1,10,3,11.5,,11.5,-100
6/19/2021,3,CT,,PU2,1,1,8.5,,8.5,-100
6/19/2021,3,CT,,PU2,2,2,7.6,,7.6,-100
6/19/2021,3,CT,,PU2,3,3,7.9,,7.9,-100
6/19/2021,3,CT,,PU2,4,2,7.8,,7.8,-100
6/19/2021,3,CT,,PU2,5,2,9.5,,9.5,-100
6/19/2021,3,CT,,PU2,6,2,6.5,,6.5,-100
6/19/2021,3,CT,,PU2,7,3,9,,9,-100
6/19/2021,3,CT,,PU2,8,2,6.5,,6.5,-100
6/19/2021,3,CT,,PU2,9,2,7.5,,7.5,-100
6/19/2021,3,CT,,PU2,10,3,9.5,,9.5,-100
6/19/2021,3,CT,,PR1,1,2,6,,6,-100
6/19/2021,3,CT,,PR1,2,2,4.5,,4.5,-100
6/19/2021,3,CT,,PR1,3,3,7,,7,-100
6/19/2021,3,CT,,PR1,4,2,8,,8,-100
6/19/2021,3,CT,,PR1,5,4,6.5,,6.5,-100
6/19/2021,3,CT,,PR1,6,2,6,,6,-100
6/19/2021,3,CT,,PR1,7,2,7.5,,7.5,-100
6/19/2021,3,CT,,PR1,8,2,7,,7,-100
6/19/2021,3,CT,,PR1,9,3,8,,8,-100
6/19/2021,3,CT,,PR1,10,3,5,,5,-100
6/19/2021,3,CT,,PR2,1,2,7,,7,-100
6/19/2021,3,CT,,PR2,2,2,5.5,,5.5,-100
6/19/2021,3,CT,,PR2,3,3,7.5,,7.5,-100
6/19/2021,3,CT,,PR2,4,2,6.5,,6.5,-100
6/19/2021,3,CT,,PR2,5,2,5,,5,-100
6/19/2021,3,CT,,PR2,6,3,6.5,,6.5,-100
6/19/2021,3,CT,,PR2,7,3,6.5,,6.5,-100
6/19/2021,3,CT,,PR2,8,3,7,,7,-100
6/19/2021,3,CT,,PR2,9,3,5.5,,5.5,-100
6/19/2021,3,CT,,PR2,10,2,4.5,,4.5,-100
6/19/2021,3,F5,,CT1,1,3,14.3,,14.3,-100
6/19/2021,3,F5,,CT1,2,4,12.5,,12.5,-100
6/19/2021,3,F5,,CT1,3,2,14.7,,14.7,-100
6/19/2021,3,F5,,CT1,4,3,10.9,,10.9,-100
6/19/2021,3,F5,,CT1,5,3,14.5,,14.5,-100
6/19/2021,3,F5,,CT1,6,2,8.5,,8.5,-100
6/19/2021,3,F5,,CT1,7,6,8.1,,8.1,-100
6/19/2021,3,F5,,CT1,8,5,10.5,,10.5,-100
6/19/2021,3,F5,,CT1,9,2,13,,13,-100
6/19/2021,3,F5,,CT1,10,3,13.1,,13.1,-100
6/19/2021,3,F5,,CT2,1,2,13,,13,-100
6/19/2021,3,F5,,CT2,2,2,8,,8,-100
6/19/2021,3,F5,,CT2,3,3,13,,13,-100
6/19/2021,3,F5,,CT2,4,3,12,,12,-100
6/19/2021,3,F5,,CT2,5,3,13,,13,-100
6/19/2021,3,F5,,CT2,6,2,10.5,,10.5,-100
6/19/2021,3,F5,,CT2,7,3,13,,13,-100
6/19/2021,3,F5,,CT2,8,2,14,,14,-100
6/19/2021,3,F5,,CT2,9,2,10,,10,-100
6/19/2021,3,F5,,CT2,10,3,10,,10,-100
6/19/2021,3,F5,,PU1,1,3,12,,12,-100
6/19/2021,3,F5,,PU1,2,2,11,,11,-100
6/19/2021,3,F5,,PU1,3,2,11,,11,-100
6/19/2021,3,F5,,PU1,4,2,7.5,,7.5,-100
6/19/2021,3,F5,,PU1,5,2,7,,7,-100
6/19/2021,3,F5,,PU1,6,3,12.5,,12.5,-100
6/19/2021,3,F5,,PU1,7,2,11,,11,-100
6/19/2021,3,F5,,PU1,8,3,13,,13,-100
6/19/2021,3,F5,,PU1,9,2,8,,8,-100
6/19/2021,3,F5,,PU1,10,1,11.5,,11.5,-100
6/19/2021,3,F5,,PU2,1,3,10,,10,-100
6/19/2021,3,F5,,PU2,2,3,12,,12,-100
6/19/2021,3,F5,,PU2,3,2,3.5,,3.5,-100
6/19/2021,3,F5,,PU2,4,2,8.5,,8.5,-100
6/19/2021,3,F5,,PU2,5,2,7.5,,7.5,-100
6/19/2021,3,F5,,PU2,6,2,6,,6,-100
6/19/2021,3,F5,,PU2,7,3,11,,11,-100
6/19/2021,3,F5,,PU2,8,2,8,,8,-100
6/19/2021,3,F5,,PU2,9,2,9,,9,-100
6/19/2021,3,F5,,PU2,10,4,4.5,,4.5,-100
6/19/2021,3,F5,,PR1,1,3,6,,6,-100
6/19/2021,3,F5,,PR1,2,2,5.5,,5.5,-100
6/19/2021,3,F5,,PR1,3,2,4.5,,4.5,-100
6/19/2021,3,F5,,PR1,4,2,4,,4,-100
6/19/2021,3,F5,,PR1,5,4,7,,7,-100
6/19/2021,3,F5,,PR1,6,2,3.5,,3.5,-100
6/19/2021,3,F5,,PR1,7,2,7,,7,-100
6/19/2021,3,F5,,PR1,8,3,7.8,,7.8,-100
6/19/2021,3,F5,,PR1,9,1,6.5,,6.5,-100
6/19/2021,3,F5,,PR1,10,2,6,,6,-100
6/19/2021,3,F5,,PR2,1,3,9.5,,9.5,-100
6/19/2021,3,F5,,PR2,2,3,10,,10,-100
6/19/2021,3,F5,,PR2,3,3,10.5,,10.5,-100
6/19/2021,3,F5,,PR2,4,2,7.1,,7.1,-100
6/19/2021,3,F5,,PR2,5,2,9,,9,-100
6/19/2021,3,F5,,PR2,6,2,7.5,,7.5,-100
6/19/2021,3,F5,,PR2,7,2,10.1,,10.1,-100
6/19/2021,3,F5,,PR2,8,1,3.4,,3.4,-100
6/19/2021,3,F5,,PR2,9,2,6.5,,6.5,-100
6/19/2021,3,F5,,PR2,10,2,5.4,,5.4,-100
6/19/2021,3,F10,,CT1,1,3,9,,9,-100
6/19/2021,3,F10,,CT1,2,2,12,,12,-100
6/19/2021,3,F10,,CT1,3,3,10,,10,-100
6/19/2021,3,F10,,CT1,4,3,11.2,,11.2,-100
6/19/2021,3,F10,,CT1,5,3,9,,9,-100
6/19/2021,3,F10,,CT1,6,3,10,,10,-100
6/19/2021,3,F10,,CT1,7,2,9.3,,9.3,-100
6/19/2021,3,F10,,CT1,8,3,7.5,,7.5,-100
6/19/2021,3,F10,,CT1,9,3,13.5,,13.5,-100
6/19/2021,3,F10,,CT1,10,2,10,,10,-100
6/19/2021,3,F10,,CT2,1,2,4.5,,4.5,-100
6/19/2021,3,F10,,CT2,2,1,7.1,,7.1,-100
6/19/2021,3,F10,,CT2,3,2,12,,12,-100
6/19/2021,3,F10,,CT2,4,3,9.3,,9.3,-100
6/19/2021,3,F10,,CT2,5,3,8.2,,8.2,-100
6/19/2021,3,F10,,CT2,6,3,11.5,,11.5,-100
6/19/2021,3,F10,,CT2,7,3,13,,13,-100
6/19/2021,3,F10,,CT2,8,3,12,,12,-100
6/19/2021,3,F10,,CT2,9,2,12.3,,12.3,-100
6/19/2021,3,F10,,CT2,10,3,14.3,,14.3,-100
6/19/2021,3,F10,,PU1,1,2,6.5,,6.5,-100
6/19/2021,3,F10,,PU1,2,1,6.5,,6.5,-100
6/19/2021,3,F10,,PU1,3,2,7,,7,-100
6/19/2021,3,F10,,PU1,4,2,10.5,,10.5,-100
6/19/2021,3,F10,,PU1,5,1,7.5,,7.5,-100
6/19/2021,3,F10,,PU1,6,3,7.5,,7.5,-100
6/19/2021,3,F10,,PU1,7,1,12,,12,-100
6/19/2021,3,F10,,PU1,8,3,8.5,,8.5,-100
6/19/2021,3,F10,,PU1,9,3,8.5,,8.5,-100
6/19/2021,3,F10,,PU1,10,2,8.5,,8.5,-100
6/19/2021,3,F10,,PR2,1,2,4.5,,4.5,-100
6/19/2021,3,F10,,PR2,2,2,4.5,,4.5,-100
6/19/2021,3,F10,,PR2,3,2,6,,6,-100
6/19/2021,3,F10,,PR2,4,2,5,,5,-100
6/19/2021,3,F10,,PR2,5,2,5.75,,5.75,-100
6/19/2021,3,F10,,PR2,6,3,2.5,,2.5,-100
6/19/2021,3,F10,,PR2,7,2,5.5,,5.5,-100
6/19/2021,3,F10,,PR2,8,1,5,,5,-100
6/19/2021,3,F10,,PR2,9,2,4,,4,-100
6/19/2021,3,F10,,PR2,10,2,2.5,,2.5,-100
7/7/2021,1,CT,,CT1,1,3,13.3,,13.3,-100
7/7/2021,1,CT,,CT1,2,3,18.3,,18.3,-100
7/7/2021,1,CT,,CT1,3,3,15.5,,15.5,-100
7/7/2021,1,CT,,CT1,4,2,10.5,,10.5,-100
7/7/2021,1,CT,,CT1,5,3,12.7,,12.7,-100
7/7/2021,1,CT,,CT1,6,2,11,,11,-100
7/7/2021,1,CT,,CT1,7,2,13.7,,13.7,-100
7/7/2021,1,CT,,CT1,8,2,14.1,,14.1,-100
7/7/2021,1,CT,,CT1,9,2,14.5,,14.5,-100
7/7/2021,1,CT,,CT1,10,2,12.5,,12.5,-100
7/7/2021,1,CT,,CT2,1,5,17,,17,-100
7/7/2021,1,CT,,CT2,2,3,17,,17,-100
7/7/2021,1,CT,,CT2,3,3,15,,15,-100
7/7/2021,1,CT,,CT2,4,4,19.5,,19.5,-100
7/7/2021,1,CT,,CT2,5,2,11.5,,11.5,-100
7/7/2021,1,CT,,CT2,6,5,12,,12,-100
7/7/2021,1,CT,,CT2,7,4,20,,20,-100
7/7/2021,1,CT,,CT2,8,5,11,,11,-100
7/7/2021,1,CT,,CT2,9,2,18,,18,-100
7/7/2021,1,CT,,CT2,10,3,16.5,,16.5,-100
7/7/2021,1,CT,,CT3,1,3,14.3,,14.3,-100
7/7/2021,1,CT,,CT3,2,3,15.6,,15.6,-100
7/7/2021,1,CT,,CT3,3,3,15.5,,15.5,-100
7/7/2021,1,CT,,CT3,4,3,16,,16,-100
7/7/2021,1,CT,,CT3,5,3,16,,16,-100
7/7/2021,1,CT,,CT3,6,2,11.5,,11.5,-100
7/7/2021,1,CT,,CT3,7,3,14.5,,14.5,-100
7/7/2021,1,CT,,CT3,8,2,11.6,,11.6,-100
7/7/2021,1,CT,,CT3,9,2,17,,17,-100
7/7/2021,1,CT,,CT3,10,2,14.6,,14.6,-100
7/7/2021,1,CT,,PU1,1,2,10.5,,10.5,-100
7/7/2021,1,CT,,PU1,2,3,16.5,,16.5,-100
7/7/2021,1,CT,,PU1,3,3,11.5,,11.5,-100
7/7/2021,1,CT,,PU1,4,2,9.5,,9.5,-100
7/7/2021,1,CT,,PU1,5,4,10,,10,-100
7/7/2021,1,CT,,PU1,6,5,12.5,,12.5,-100
7/7/2021,1,CT,,PU1,7,3,11,,11,-100
7/7/2021,1,CT,,PU1,8,3,14.5,,14.5,-100
7/7/2021,1,CT,,PU1,9,2,10,,10,-100
7/7/2021,1,CT,,PU1,10,2,10.5,,10.5,-100
7/7/2021,1,CT,,PU2,1,2,10,,10,-100
7/7/2021,1,CT,,PU2,2,3,13,,13,-100
7/7/2021,1,CT,,PU2,3,4,10,,10,-100
7/7/2021,1,CT,,PU2,4,5,13.5,,13.5,-100
7/7/2021,1,CT,,PU2,5,2,6.5,,6.5,-100
7/7/2021,1,CT,,PU2,6,2,12,,12,-100
7/7/2021,1,CT,,PU2,7,1,4,,4,-100
7/7/2021,1,CT,,PU2,8,2,7,,7,-100
7/7/2021,1,CT,,PU2,9,3,15,,15,-100
7/7/2021,1,CT,,PU2,10,4,14,,14,-100
7/7/2021,1,CT,,PR1,1,2,5.5,,5.5,-100
7/7/2021,1,CT,,PR1,2,2,4,,4,-100
7/7/2021,1,CT,,PR1,3,2,5.5,,5.5,-100
7/7/2021,1,CT,,PR1,4,3,4.8,,4.8,-100
7/7/2021,1,CT,,PR1,5,2,3.1,,3.1,-100
7/7/2021,1,CT,,PR1,6,2,3.5,,3.5,-100
7/7/2021,1,CT,,PR1,7,2,2.5,,2.5,-100
7/7/2021,1,CT,,PR1,8,3,4.5,,4.5,-100
7/7/2021,1,CT,,PR1,9,3,4.5,,4.5,-100
7/7/2021,1,CT,,PR1,10,2,5.6,,5.6,-100
7/7/2021,1,CT,,PR2,1,2,3.5,,3.5,-100
7/7/2021,1,CT,,PR2,2,2,4.3,,4.3,-100
7/7/2021,1,CT,,PR2,3,2,1.3,,1.3,-100
7/7/2021,1,CT,,PR2,4,2,3,,3,-100
7/7/2021,1,CT,,PR2,5,2,3.5,,3.5,-100
7/7/2021,1,CT,,PR2,6,2,4.5,,4.5,-100
7/7/2021,1,CT,,PR2,7,2,4,,4,-100
7/7/2021,1,CT,,PR2,8,2,3.5,,3.5,-100
7/7/2021,1,CT,,PR2,9,2,2.6,,2.6,-100
7/7/2021,1,CT,,PR2,10,3,3.4,,3.4,-100
7/7/2021,1,F2,,CT1,1,1,16,,16,-100
7/7/2021,1,F2,,CT1,2,3,14,,14,-100
7/7/2021,1,F2,,CT1,3,3,19.5,,19.5,-100
7/7/2021,1,F2,,CT1,4,2,7,,7,-100
7/7/2021,1,F2,,CT1,5,3,16,,16,-100
7/7/2021,1,F2,,CT1,6,3,19.5,,19.5,-100
7/7/2021,1,F2,,CT1,7,1,8,,8,-100
7/7/2021,1,F2,,CT1,8,4,15,,15,-100
7/7/2021,1,F2,,CT1,9,3,15.5,,15.5,-100
7/7/2021,1,F2,,CT1,10,3,15.5,,15.5,-100
7/7/2021,1,F2,,CT2,1,4,11.5,,11.5,-100
7/7/2021,1,F2,,CT2,2,1,4,,4,-100
7/7/2021,1,F2,,CT2,3,3,15.5,,15.5,-100
7/7/2021,1,F2,,CT2,4,2,5,,5,-100
7/7/2021,1,F2,,CT2,5,2,8,,8,-100
7/7/2021,1,F2,,CT2,6,3,11.5,,11.5,-100
7/7/2021,1,F2,,CT2,7,3,11,,11,-100
7/7/2021,1,F2,,CT2,8,3,10.5,,10.5,-100
7/7/2021,1,F2,,CT2,9,3,16,,16,-100
7/7/2021,1,F2,,CT2,10,3,16,,16,-100
7/7/2021,1,F2,,PU1,1,2,11,,11,-100
7/7/2021,1,F2,,PU1,2,4,17,,17,-100
7/7/2021,1,F2,,PU1,3,3,11,,11,-100
7/7/2021,1,F2,,PU1,4,5,10,,10,-100
7/7/2021,1,F2,,PU1,5,4,9,,9,-100
7/7/2021,1,F2,,PU1,6,3,9,,9,-100
7/7/2021,1,F2,,PU1,7,3,10,,10,-100
7/7/2021,1,F2,,PU1,8,3,12.5,,12.5,-100
7/7/2021,1,F2,,PU1,9,3,11.5,,11.5,-100
7/7/2021,1,F2,,PU1,10,2,6,,6,-100
7/7/2021,1,F2,,PU2,1,2,10.3,,10.3,-100
7/7/2021,1,F2,,PU2,2,2,7.6,,7.6,-100
7/7/2021,1,F2,,PU2,3,3,14,,14,-100
7/7/2021,1,F2,,PU2,4,3,7.7,,7.7,-100
7/7/2021,1,F2,,PU2,5,2,10,,10,-100
7/7/2021,1,F2,,PU2,6,3,9.8,,9.8,-100
7/7/2021,1,F2,,PU2,7,3,11.2,,11.2,-100
7/7/2021,1,F2,,PU2,8,3,12.2,,12.2,-100
7/7/2021,1,F2,,PU2,9,2,12.2,,12.2,-100
7/7/2021,1,F2,,PU2,10,2,7.8,,7.8,-100
7/7/2021,1,F2,,PR1,1,2,6.4,,6.4,-100
7/7/2021,1,F2,,PR1,2,2,5.5,,5.5,-100
7/7/2021,1,F2,,PR1,3,2,6,,6,-100
7/7/2021,1,F2,,PR1,4,2,5.7,,5.7,-100
7/7/2021,1,F2,,PR1,5,2,6.4,,6.4,-100
7/7/2021,1,F2,,PR1,6,2,4,,4,-100
7/7/2021,1,F2,,PR1,7,3,3.3,,3.3,-100
7/7/2021,1,F2,,PR1,8,2,4.6,,4.6,-100
7/7/2021,1,F2,,PR1,9,1,3.5,,3.5,-100
7/7/2021,1,F2,,PR1,10,2,6.4,,6.4,-100
7/7/2021,1,F2,,PR2,1,3,4,,4,-100
7/7/2021,1,F2,,PR2,2,2,4,,4,-100
7/7/2021,1,F2,,PR2,3,5,4.8,,4.8,-100
7/7/2021,1,F2,,PR2,4,2,2,,2,-100
7/7/2021,1,F2,,PR2,5,2,4.3,,4.3,-100
7/7/2021,1,F2,,PR2,6,2,4.1,,4.1,-100
7/7/2021,1,F2,,PR2,7,1,2.3,,2.3,-100
7/7/2021,1,F2,,PR2,8,2,3.9,,3.9,-100
7/7/2021,1,F2,,PR2,9,2,4.2,,4.2,-100
7/7/2021,1,F2,,PR2,10,2,6.5,,6.5,-100
7/7/2021,1,F5,,CT1,1,2,18,,18,-100
7/7/2021,1,F5,,CT1,2,2,11.9,,11.9,-100
7/7/2021,1,F5,,CT1,3,4,11.5,,11.5,-100
7/7/2021,1,F5,,CT1,4,3,19,,19,-100
7/7/2021,1,F5,,CT1,5,3,19,,19,-100
7/7/2021,1,F5,,CT1,6,2,14,,14,-100
7/7/2021,1,F5,,CT1,7,2,12.5,,12.5,-100
7/7/2021,1,F5,,CT1,8,3,16,,16,-100
7/7/2021,1,F5,,CT1,9,3,7,,7,-100
7/7/2021,1,F5,,CT1,10,2,13,,13,-100
7/7/2021,1,F5,,CT2,1,2,12,,12,-100
7/7/2021,1,F5,,CT2,2,3,11.5,,11.5,-100
7/7/2021,1,F5,,CT2,3,1,3,,3,-100
7/7/2021,1,F5,,CT2,4,2,13.5,,13.5,-100
7/7/2021,1,F5,,CT2,5,3,6,,6,-100
7/7/2021,1,F5,,CT2,6,2,10,,10,-100
7/7/2021,1,F5,,CT2,7,4,12,,12,-100
7/7/2021,1,F5,,CT2,8,3,11.5,,11.5,-100
7/7/2021,1,F5,,CT2,9,4,12,,12,-100
7/7/2021,1,F5,,CT2,10,3,11,,11,-100
7/7/2021,1,F5,,PU1,1,3,17.5,,17.5,-100
7/7/2021,1,F5,,PU1,2,3,14.7,,14.7,-100
7/7/2021,1,F5,,PU1,3,2,7.4,,7.4,-100
7/7/2021,1,F5,,PU1,4,3,18.7,,18.7,-100
7/7/2021,1,F5,,PU1,5,2,14.6,,14.6,-100
7/7/2021,1,F5,,PU1,6,3,13.8,,13.8,-100
7/7/2021,1,F5,,PU1,7,3,15,,15,-100
7/7/2021,1,F5,,PU1,8,3,19,,19,-100
7/7/2021,1,F5,,PU1,9,3,16,,16,-100
7/7/2021,1,F5,,PU1,10,3,24.9,,24.9,-100
7/7/2021,1,F5,,PU2,1,3,18.5,,18.5,-100
7/7/2021,1,F5,,PU2,2,1,8.7,,8.7,-100
7/7/2021,1,F5,,PU2,3,3,14,,14,-100
7/7/2021,1,F5,,PU2,4,3,16.6,,16.6,-100
7/7/2021,1,F5,,PU2,5,4,8,,8,-100
7/7/2021,1,F5,,PU2,6,3,15.5,,15.5,-100
7/7/2021,1,F5,,PU2,7,4,18.3,,18.3,-100
7/7/2021,1,F5,,PU2,8,3,17.5,,17.5,-100
7/7/2021,1,F5,,PU2,9,5,15,,15,-100
7/7/2021,1,F5,,PU2,10,3,19.1,,19.1,-100
7/7/2021,1,F5,,PR1,1,2,8.1,,8.1,-100
7/7/2021,1,F5,,PR1,2,2,10.2,,10.2,-100
7/7/2021,1,F5,,PR1,3,2,6.1,,6.1,-100
7/7/2021,1,F5,,PR1,4,2,5,,5,-100
7/7/2021,1,F5,,PR1,5,2,5.6,,5.6,-100
7/7/2021,1,F5,,PR1,6,2,7.7,,7.7,-100
7/7/2021,1,F5,,PR1,7,3,6.6,,6.6,-100
7/7/2021,1,F5,,PR1,8,2,5.9,,5.9,-100
7/7/2021,1,F5,,PR1,9,2,7.1,,7.1,-100
7/7/2021,1,F5,,PR1,10,2,7.1,,7.1,-100
7/7/2021,1,F5,,PR2,1,2,3.1,,3.1,-100
7/7/2021,1,F5,,PR2,2,2,3.9,,3.9,-100
7/7/2021,1,F5,,PR2,3,2,4.5,,4.5,-100
7/7/2021,1,F5,,PR2,4,2,4.3,,4.3,-100
7/7/2021,1,F5,,PR2,5,2,3.1,,3.1,-100
7/7/2021,1,F5,,PR2,6,2,4.5,,4.5,-100
7/7/2021,1,F5,,PR2,7,1,3,,3,-100
7/7/2021,1,F5,,PR2,8,1,4.3,,4.3,-100
7/7/2021,1,F5,,PR2,9,1,4,,4,-100
7/7/2021,1,F5,,PR2,10,2,4,,4,-100
7/7/2021,1,F10,,CT1,1,4,13.5,,13.5,-100
7/7/2021,1,F10,,CT1,2,3,15,,15,-100
7/7/2021,1,F10,,CT1,3,4,10,,10,-100
7/7/2021,1,F10,,CT1,4,4,14,,14,-100
7/7/2021,1,F10,,CT1,5,3,11,,11,-100
7/7/2021,1,F10,,CT1,6,2,18,,18,-100
7/7/2021,1,F10,,CT1,7,3,8,,8,-100
7/7/2021,1,F10,,CT1,8,3,16,,16,-100
7/7/2021,1,F10,,CT1,9,3,11.5,,11.5,-100
7/7/2021,1,F10,,CT1,10,5,11.5,,11.5,-100
7/7/2021,1,F10,,CT2,1,2,13,,13,-100
7/7/2021,1,F10,,CT2,2,3,16,,16,-100
7/7/2021,1,F10,,CT2,3,3,15,,15,-100
7/7/2021,1,F10,,CT2,4,2,9.5,,9.5,-100
7/7/2021,1,F10,,CT2,5,3,13.5,,13.5,-100
7/7/2021,1,F10,,CT2,6,2,14,,14,-100
7/7/2021,1,F10,,CT2,7,5,15,,15,-100
7/7/2021,1,F10,,CT2,8,5,16,,16,-100
7/7/2021,1,F10,,CT2,9,1,7,,7,-100
7/7/2021,1,F10,,CT2,10,2,10,,10,-100
7/7/2021,1,F10,,PU1,1,2,14,,14,-100
7/7/2021,1,F10,,PU1,2,2,11,,11,-100
7/7/2021,1,F10,,PU1,3,3,19.4,,19.4,-100
7/7/2021,1,F10,,PU1,4,2,20.5,,20.5,-100
7/7/2021,1,F10,,PU1,5,3,19,,19,-100
7/7/2021,1,F10,,PU1,6,2,7.1,,7.1,-100
7/7/2021,1,F10,,PU1,7,3,19,,19,-100
7/7/2021,1,F10,,PU1,8,2,18.2,,18.2,-100
7/7/2021,1,F10,,PU1,9,2,20.5,,20.5,-100
7/7/2021,1,F10,,PU1,10,2,16.5,,16.5,-100
7/7/2021,1,F10,,PU2,1,3,18.9,,18.9,-100
7/7/2021,1,F10,,PU2,2,2,14.6,,14.6,-100
7/7/2021,1,F10,,PU2,3,4,19,,19,-100
7/7/2021,1,F10,,PU2,4,3,20.5,,20.5,-100
7/7/2021,1,F10,,PU2,5,3,25.5,,25.5,-100
7/7/2021,1,F10,,PU2,6,2,19.3,,19.3,-100
7/7/2021,1,F10,,PU2,7,3,11.5,,11.5,-100
7/7/2021,1,F10,,PU2,8,4,14,,14,-100
7/7/2021,1,F10,,PU2,9,3,22.5,,22.5,-100
7/7/2021,1,F10,,PU2,10,3,13,,13,-100
7/7/2021,1,F10,,PR1,1,2,2.5,,2.5,-100
7/7/2021,1,F10,,PR1,2,3,9,,9,-100
7/7/2021,1,F10,,PR1,3,2,5,,5,-100
7/7/2021,1,F10,,PR1,4,3,5.5,,5.5,-100
7/7/2021,1,F10,,PR1,5,1,3.3,,3.3,-100
7/7/2021,1,F10,,PR1,6,2,8,,8,-100
7/7/2021,1,F10,,PR1,7,2,5,,5,-100
7/7/2021,1,F10,,PR1,8,3,4.5,,4.5,-100
7/7/2021,1,F10,,PR1,9,3,4.8,,4.8,-100
7/7/2021,1,F10,,PR1,10,2,6.2,,6.2,-100
7/7/2021,1,F10,,PR2,1,2,5.5,,5.5,-100
7/7/2021,1,F10,,PR2,2,2,3.2,,3.2,-100
7/7/2021,1,F10,,PR2,3,2,9.5,,9.5,-100
7/7/2021,1,F10,,PR2,4,3,6,,6,-100
7/7/2021,1,F10,,PR2,5,2,6.5,,6.5,-100
7/7/2021,1,F10,,PR2,6,2,4,,4,-100
7/7/2021,1,F10,,PR2,7,2,7,,7,-100
7/7/2021,1,F10,,PR2,8,2,5.1,,5.1,-100
7/7/2021,1,F10,,PR2,9,3,8,,8,-100
7/7/2021,1,F10,,PR2,10,2,5,,5,-100
7/7/2021,2,CT,,CT1,1,3,18,,18,-100
7/7/2021,2,CT,,CT1,2,3,16,,16,-100
7/7/2021,2,CT,,CT1,3,3,15.4,,15.4,-100
7/7/2021,2,CT,,CT1,4,4,17,,17,-100
